,,,,,,,,,
,指標名,レストラン,,,,,,,
,出典,hotpepper,,,,,,,
,年次,2024/12/13取得,,,,,,,
,URL,https://www.navitime.co.jp/,,,,,,,
,備考,(2022年度：35814件、2023年度：15927.0件、2024年度：16865件),,,,,,,
,,,,,,,,,
,区,町丁,エリア,住所,緯度,経度,レストラン名,ジャンル,URL
,千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町２－22－18　西山興業水道橋ビル6F,35.7023635,139.7522468,刺身居酒屋 鮪 焼きうお,居酒屋,https://www.hotpepper.jp/strJ003917177/?vos=nhppalsa000016
,千代田区,神田佐久間町３丁目,-,東京都千代田区神田佐久間町３-38 大陽ビル1F,35.69789328,139.7770985,CRAFT BEER BAR IBREW AKIHABARA クラフト ビア バル アイブリュー アキハバラ,ダイニングバー・バル,https://www.hotpepper.jp/strJ003942351/?vos=nhppalsa000016
,千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町１-２１-１　ChiyodaTerrace８階 E2,35.6977688,139.7751981,和牛＆海鮮居酒屋 炭焼き海鮮料理×黒毛和牛 焼牛-やきうし-離れ 秋葉原,居酒屋,https://www.hotpepper.jp/strJ003474596/?vos=nhppalsa000016
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２－４－１　丸の内ビルディング５Ｆ,35.68118452,139.7637562,伊勢角屋麦酒 いせかどやビール 丸ビル店,居酒屋,https://www.hotpepper.jp/strJ003942882/?vos=nhppalsa000016
,千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２-3-6　九重会館6F,35.67318676,139.7617578,和牛とせいろ蒸し 吟楽 有楽町店,居酒屋,https://www.hotpepper.jp/strJ001285597/?vos=nhppalsa000016
,千代田区,岩本町３丁目,-,東京都千代田区岩本町３-10-7 東自機ビル,35.6963612,139.775937,世界の山ちゃん 秋葉原昭和通り店,居酒屋,https://www.hotpepper.jp/strJ000731771/?vos=nhppalsa000016
,千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-6番1号第二日比谷ビル5階,35.6738386,139.7605317,串焼きと野菜巻き 串治郎 有楽町店,居酒屋,https://www.hotpepper.jp/strJ003560298/?vos=nhppalsa000016
,千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２－３－５　aune有楽町８Ｆ,35.67322897,139.7615722,ダイニングダーツバー Bee 有楽町店,バー・カクテル,https://www.hotpepper.jp/strJ000651122/?vos=nhppalsa000016
,千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町２-15-12日幸ビル,35.70075593,139.7532868,鮪のシマハラ 水道橋店,居酒屋,https://www.hotpepper.jp/strJ003893993/?vos=nhppalsa000016
,千代田区,九段南４丁目,-,東京都千代田区九段南４-6-7,35.69175157,139.7392453,大阪焼肉 ホルモン ふたご 市ヶ谷店,焼肉・ホルモン,https://www.hotpepper.jp/strJ001267753/?vos=nhppalsa000016
