指標名,美術館・博物館,,,,,日本博物館協会,https://www.j-muse.or.jp/
出典,日本博物館協会、Tokyo Art Beat、artscape、Internet Museum,,,,,TokyoArtBeat(EventSpace・美術館),http://www.tokyoartbeat.com/venues/Museum
年次,2025/3/4取得,,,,,artscape,https://artscape.jp/mdb/mdb_result.php?area=8
URL,右表参考,,,,,Internet Museum,https://www.museum.or.jp/modules/im_museum/
備考,4つの出典のうち、2つ以上に掲載されているもの（2020年度：202件、2021年度：204件、2022年度：125件、2023年度：233件、2024年度：159件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,URL or TEL
品川区,大井６丁目,-,東京都品川区大井６-１１-１,35.5964175,139.7302863,品川区立品川歴史館,https://www.j-muse.or.jp/introduction/detail/?mid=1236
品川区,東品川１丁目,-,東京都品川区東品川1-33-10,35.6191498,139.7466135,MAKI Gallery / Tennoz I & MAKI Collection,https://artscape.jp/museum/?area=tokyo&genre&s&paged=5
品川区,東品川１丁目,-,東京都品川区東品川1-33-10terradaartcomplex5f,35.6191746,139.7466033,KOSAKU KANECHIKA,https://artscape.jp/museum/?area=tokyo&genre&s&paged=9
江東区,青海２丁目,-,東京都江東区青海2-3-6,35.6192425,139.7767347,日本科学未来館,https://www.j-muse.or.jp/introduction/detail/?mid=1335
品川区,東品川１丁目,-,東京都品川区東品川1-32-8terradaartcomplexⅱ3階#304,35.6197808,139.7463196,SOKYO ATSUMI,https://artscape.jp/museum/?area=tokyo&genre&s&paged=3
品川区,北品川４丁目,-,東京都品川区北品川４-５-１２,35.6204026,139.7353353,翡翠原石館,https://www.j-muse.or.jp/introduction/detail/?mid=1361
品川区,大崎１丁目,-,東京都品川区大崎1-6-2大崎ニューシティー2号館2f,35.6204203,139.7294513,O美術館,https://www.museum.or.jp/museum/2188
品川区,東品川２丁目,-,東京都品川区東品川2-6-4,35.6206733,139.7482399,寺田倉庫G1ビル,https://artscape.jp/museum/?area=tokyo&genre&s&paged=12
品川区,東品川２丁目,-,東京都品川区東品川2-6-10,35.6208795,139.7487608,寺田倉庫G3-6F,https://www.museum.or.jp/museum/110437
品川区,東品川２丁目,-,東京都品川区東品川2-6-10寺田倉庫g号,35.6210693,139.7486417,WHAT MUSEUM（ワットミュージアム）,https://artscape.jp/museum/?area=tokyo&genre&s&paged=6
品川区,東品川２丁目,-,東京都品川区東品川2-1-3,35.6220501,139.7517633,寺田倉庫 B&C HALL・E HALL,https://www.museum.or.jp/museum/107725
品川区,西五反田６丁目,-,東京都品川区西五反田6-6-19,35.6231846,139.7172743,TOC五反田メッセ,https://www.museum.or.jp/museum/17837
港区,港南２丁目,-,東京都港区港南2-16-6canonstower1階,35.6255642,139.7407263,キヤノンギャラリーS,https://artscape.jp/museum/?area=tokyo&genre&s&paged=7
港区,高輪４丁目,-,東京都港区高輪4-7-15,35.6290861,139.7323517,物流博物館,https://artscape.jp/museum/?area=tokyo&genre&s&paged=27
品川区,上大崎４丁目,-,東京都品川区上大崎４-６-１９,35.6316128,139.7158178,杉野学園衣裳博物館,https://www.j-muse.or.jp/introduction/detail/?mid=1248
港区,白金台２丁目,-,東京都港区白金台２-２０-１２,35.6323379,139.7268729,荏原 畠山美術館,https://www.j-muse.or.jp/introduction/detail/?mid=1348
品川区,上大崎２丁目,-,東京都品川区上大崎２-２５-５久米ビル８階,35.6345562,139.7147462,久米美術館,https://www.j-muse.or.jp/introduction/detail/?mid=1200
港区,白金台５丁目,-,東京都港区白金台５-２１-９,35.6368858,139.7190341,東京都庭園美術館,https://www.j-muse.or.jp/introduction/detail/?mid=1314
港区,白金台４丁目,-,東京都港区白金台4-6-2ゆかしの杜内,35.6391422,139.7265589,港区立郷土歴史館,https://artscape.jp/museum/?area=tokyo&genre&s&paged=14
港区,白金台５丁目,-,東京都港区白金台5-12-6,35.6399473,139.7218237,松岡美術館,https://www.j-muse.or.jp/introduction/detail/?mid=1380
江東区,新木場１丁目,-,東京都江東区新木場1-7-22新木場タワー3f・4f,35.645746,139.8317747,木材・合板博物館,https://artscape.jp/museum/?area=tokyo&genre&s&paged=14
港区,芝５丁目,-,東京都港区芝5-26-20,35.647511,139.746137,日本建築学会建築博物館,https://artscape.jp/museum/?area=tokyo&genre&s&paged=16
港区,三田２丁目,-,東京都港区三田2-15-45,35.6492402,139.7427972,慶應義塾ミュージアム・コモンズ,https://www.museum.or.jp/museum/103890
港区,三田２丁目,-,東京都港区三田2-15-45慶應義塾三田キャンパス内慶應義塾図書館旧館2階,35.6495025,139.7437227,福澤諭吉記念 慶應義塾史展示館,https://artscape.jp/museum/?area=tokyo&genre&s&paged=5
江東区,夢の島２丁目,-,東京都江東区夢の島2-1-2,35.6515019,139.8304796,夢の島熱帯植物館,https://www.museum.or.jp/museum/2429
渋谷区,東３丁目,-,東京都渋谷区東3-1-5mitsuokajiビル2f,35.6521921,139.7130975,エマーユ七宝美術館,https://www.j-muse.or.jp/introduction/detail/?mid=5566
渋谷区,広尾３丁目,-,東京都渋谷区広尾３-１２-３６,35.6538825,139.7140252,山種美術館,https://www.j-muse.or.jp/introduction/detail/?mid=1403
渋谷区,東４丁目,-,東京都渋谷区東4-10-28〔國學院大學渋谷キャンパス内〕,35.6551147,139.7118797,國學院大學博物館,https://www.museum.or.jp/museum/17556
渋谷区,東４丁目,-,東京都渋谷区東４-１０-２８,35.6555019,139.7114629,國學院大學博物館,https://www.j-muse.or.jp/introduction/detail/?mid=1210
渋谷区,東４丁目,-,東京都渋谷区東４-９-１,35.6564028,139.7125457,白根記念渋谷区郷土博物館・文学館,https://www.j-muse.or.jp/introduction/detail/?mid=1244
港区,芝公園４丁目,-,東京都港区芝公園4-7-35,35.6573157,139.747806,増上寺宝物展示室,https://artscape.jp/museum/?area=tokyo&genre&s&paged=13
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-2-3渋谷フクラス２f,35.6575904,139.7001518,バンクシー展 GMOデジタル美術館 東京・渋谷,https://www.museum.or.jp/museum/107464
港区,芝公園４丁目,-,東京都港区芝公園4-2-8,35.6585696,139.745484,東京タワー,https://artscape.jp/museum/?area=tokyo&genre&s&paged=13
渋谷区,松涛２丁目,-,東京都渋谷区松涛2-14-14,35.6586613,139.6916992,渋谷区立松濤美術館,https://www.j-muse.or.jp/introduction/detail/?mid=1239
