,,,,,,,,
,指標名,銀行・ATM,,,,,,
,出典,navitime,,,,,,
,年次,2024/12/23取得,,,,,,
,URL,https://www.navitime.co.jp/,,,,,,
,備考,(2022年度：3155件、2023年度：7795件(全23区)、2024年度：3102件),,,,,,
,,,,,,,,
,区,町丁目,エリア,住所,施設名,種類,緯度,経度
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-4-5 三菱UFJ信託銀行本店ビル,三菱UFJ信託銀行 本店,信託銀行,35.6837098,139.7646642
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-3-2,三井住友銀行東館ライジング・スクエア,三井住友銀行,35.6847045,139.7635776
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目2番,セブンイレブン AIM三井物産ビル店,セブンイレブン,35.6876366,139.7623328
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-2,東京中央郵便局(銀座郵便局JPタワー内分室) ゆうちょ銀行 本店,郵便局,35.6798453,139.7647288
,千代田区,永田町２丁目,赤坂,東京都千代田区永田町2丁目2番1号,セブンイレブン 衆議院第一議員会館店,セブンイレブン,35.67465,139.7427389
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-2-1 Otemachi One 三井物産ビル 地下1階,三井住友銀行 三井物産ビル支店,三井住友銀行,35.6879122,139.7631803
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-2,三井住友銀行 本店営業部,三井住友銀行,35.6852344,139.7624727
,千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-6-4,セブンイレブン 常盤橋タワー3F店,セブンイレブン,35.684209,139.7706516
,千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町2-12,神田郵便局,郵便局,35.6978408,139.7687641
,千代田区,三番町１丁目,-,東京都千代田区三番町1-16,セブンイレブン 千代田三番町店,セブンイレブン,35.68946,139.7452298
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1丁目2番,セブンイレブン Otemachi One タワ店,セブンイレブン,35.6876366,139.7623328
,千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-17-4,神田錦町郵便局,郵便局,35.6912286,139.7635674
,千代田区,東神田２丁目,-,東京都千代田区東神田2-4-5,東神田郵便局,郵便局,35.6963169,139.7790666
,千代田区,九段南３丁目,-,東京都千代田区九段南3-1-1,セブンイレブン 九段南大妻通り店,セブンイレブン,35.6922539,139.7434717
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-1,セブン銀行 JR東京駅 新幹線改札内 共同出張所,セブン銀行ATM,35.6813365,139.7672552
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目4-1,三井住友信託銀行本店営業部,その他銀行/地方/外国銀行,35.6842799,139.7650486
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-1,丸の内センタービル内郵便局,郵便局,35.68415,139.765755
,千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-5,中央労働金庫 本店営業部,労働金庫,35.700322,139.761055
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-8-1,KDDI大手町ビル内郵便局,郵便局,35.6877322,139.7647547
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-2グラントウキョウサウ,セブンイレブン リクルートサウスタワー店,セブンイレブン,35.6816113,139.7689686
,千代田区,神田須田町２丁目,-,東京都千代田区神田須田町2-8,神田須田町郵便局,郵便局,35.6959109,139.7722367
,千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3丁目2-2,セブンイレブン 丸の内二重橋ビル店,セブンイレブン,35.6780968,139.7611527
,千代田区,五番町５丁目,-,東京都千代田区五番町5-1(JS市ヶ谷ビル6階),麹町郵便局(郵便局窓口),郵便局,35.6901482,139.7357842
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-5-1新丸の内ビルB1F,セブンイレブン 新丸ビル店,セブンイレブン,35.6825868,139.7644093
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-3,セブンイレブン 丸の内東京ビル店,セブンイレブン,35.6790638,139.7649554
,千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-13-11,セブンイレブン 神田駅北口店,セブンイレブン,35.6918201,139.7707487
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-1,セブンイレブン 丸の内パレスビル店,セブンイレブン,35.6845001,139.7612211
,千代田区,八重洲２丁目,日八京,東京都中央区八重洲2丁目1番八重洲地下街南1号,セブンイレブン ヤエチカ店,セブンイレブン,35.6802643,139.7693083
,千代田区,九段北１丁目,-,東京都千代田区九段北1-13-12,セブンイレブン 北の丸スクエア店,セブンイレブン,35.6957677,139.7505941
,千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-3,セブンイレブン 神田小川町3丁目店,セブンイレブン,35.6949667,139.7616752
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-9-6 大手町フィナンシャルシティ サウスタワー,日本政策投資銀行 本店,その他銀行/地方/外国銀行,35.687589,139.765773
,千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-3,きらぼし銀行 神田中央支店,その他銀行/地方/外国銀行,35.6949667,139.7616752
,千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-6,セブンイレブン 日比谷パークフロント店,セブンイレブン,35.6708123,139.7536053
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-1,セブンイレブン 丸の内センタービル店,セブンイレブン,35.68415,139.765755
,千代田区,岩本町３丁目,-,東京都千代田区岩本町3丁目10-1,千葉銀行秋葉原支店,その他銀行/地方/外国銀行,35.6958991,139.7762414
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-1 JR東京駅八重洲北口 新幹線日本橋口改札前 共同ATMコーナー,りそな銀行 東京駅八重洲北口出張所 無人ATM,りそな銀行,35.681277,139.7671167
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-5-1新丸の内ビル9F,セブンイレブン 新丸ビルフロアナイン店,セブンイレブン,35.6825868,139.7644093
,千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-6-3,セブンイレブン 日比谷駅前店,セブンイレブン,35.6738981,139.7606757
,千代田区,神田小川町２丁目,-,東京都千代田区神田小川町2-2-8,セブンイレブン 神田小川町2丁目店,セブンイレブン,35.6951498,139.7638535
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-3-2,セブンイレブン 大手町カンファレンスセンター店,セブンイレブン,35.6886625,139.7635533
,千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町1-21-1,セブンイレブン 秋葉原駅前店,セブンイレブン,35.6979939,139.7752336
,千代田区,麹町５丁目,-,東京都千代田区麹町5-3-5,セブンイレブン 麹町5丁目店,セブンイレブン,35.6898239,139.7360037
,千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1丁目16番地,セブンイレブン 神田須田町中央通り店,セブンイレブン,35.6955151,139.7706939
,千代田区,平河町１丁目,-,東京都千代田区平河町1-8-3,セブンイレブン 千代田平河町1丁目店,セブンイレブン,35.6827071,139.7415919
,千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1丁目1-4,セブンイレブン 東京ミッドタウン日比谷店,セブンイレブン,35.6740974,139.7595307
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-8-2,みずほ銀行 八重洲口支店,みずほ銀行,35.6830017,139.7702356
,千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1丁目1,みずほ銀行神田支店,みずほ銀行,35.6949121,139.7661664
,千代田区,神田佐久間町１丁目,-,東京都千代田区神田佐久間町1-25-5 秋葉原片山ビル1F,三井住友銀行 秋葉原東口出張所,三井住友銀行,35.6986042,139.7752206
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-2,三井住友銀行 大手町エリア,三井住友銀行,35.6852344,139.7624727
,千代田区,一番町４丁目,-,東京都千代田区一番町4-4,セブンイレブン 千代田一番町店,セブンイレブン,35.6880031,139.7425414
,千代田区,二番町４丁目,-,東京都千代田区二番町4-3,セブンイレブン 麹町駅前店,セブンイレブン,35.6862771,139.7365026
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-4-5,三菱UFJ銀行本店,三菱UFJ銀行,35.6838098,139.7646426
,千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-14-3,セブンイレブン 赤坂東急プラザ店,セブンイレブン,35.6771745,139.7375005
,千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-38-1,セブンイレブン 神田専大通り店,セブンイレブン,35.6975715,139.7548205
,千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-1,セブンイレブン 内幸町2丁目店,セブンイレブン,35.6708825,139.7527569
,千代田区,東神田２丁目,-,東京都千代田区東神田2丁目5-12,セブンイレブン 東神田2丁目店,セブンイレブン,35.6958038,139.7796657
,千代田区,神田岩本町２丁目,-,東京都千代田区神田岩本町2-2,セブンイレブン 神田岩本町店,セブンイレブン,35.6929885,139.7756615
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-7-2,セブンイレブン 東京サンケイビル店,セブンイレブン,35.6869994,139.7654691
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-4-2,セブンイレブン 丸紅ビル店,セブンイレブン,35.690596,139.7595591
,千代田区,岩本町３丁目,-,東京都千代田区岩本町3-1-2,セブンイレブン 千代田岩本町3丁目店,セブンイレブン,35.6945931,139.7755507
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-5,みずほ銀行 丸の内中央支店,みずほ銀行,35.6858182,139.7652112
,千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-12,三井住友銀行神田支店,三井住友銀行,35.6966189,139.7605069
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1丁目4-1,三菱UFJ銀行新丸の内支店,三菱UFJ銀行,35.6842799,139.7650486
