指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2023/2/10取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件、2022年度：728件,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,ポート名,緯度,経度,休止・再開・閉鎖情報,営業時間・備考
中央区,日本橋小網町,-,東京都中央区日本橋小網町18-5,B1-28.アイルイムーブル日本橋 / Isle Immeuble Nihombashi,35.684677,139.779246,-,営業時間 24時間 / Open for 24 hours
中央区,湊一丁目,-,東京都中央区湊1-5-1,B2-01.鉄砲洲児童公園（西側） /?Teppozu Children’s Park(West Side),35.671814,139.779318,-,営業時間 24時間 / Open for 24 hours
中央区,京橋三丁目,日八京,東京都中央区京橋3-1先,B2-02.柳通り（東京スクエアガーデン前） ?Yanagi-dori St. (In front of TOKYO SQUARE GARDEN),35.675885,139.768622,-,営業時間 24時間 / Open for 24 hours
中央区,湊一丁目,-,東京都中央区湊1-1-1,B2-03.女性センター（ブーケ21） / ?Women’s Center(Bouquet 21),35.673733,139.778757,-,営業時間 24時間 / Open for 24 hours
中央区,京橋二丁目,日八京,東京都中央区京橋2-16-1,B2-04.清水建設本社（都営地下鉄宝町A08出口） /?Shimizu Corporation Head Office,35.676527,139.773082,-,営業時間 24時間 / Open for 24 hours
中央区,入船三丁目,-,東京都中央区入船3-2-6,B2-05.NTT東日本築地ビル /?NTT-East Tsukiji Build.,35.670575,139.77576,-,営業時間 24時間 / Open for 24 hours
中央区,日本橋茅場町一丁目,-,東京都中央区日本橋茅場町1-5-12,B2-07.東京証券会館（北側） / Tokyo Shoken Kaikan(North Side),35.680868,139.779424,-,営業時間 24時間 / Open for 24 hours
中央区,日本橋茅場町一丁目,-,東京都中央区日本橋茅場町1-6-12,B2-08.共同ビル（茅場町交差点前） /?Kyodo Building (near Kayabacho Crossing),35.680885,139.778699,-,営業時間 24時間 / Open for 24 hours
中央区,日本橋茅場町一丁目,-,東京都中央区日本橋茅場町1-8-1,B2-09.茅場町一丁目平和ビル /?Kayabacho 1-chome Heiwa Building,35.680177,139.77879,-,営業時間 24時間 / Open for 24 hours
中央区,新川一丁目,-,東京都中央区新川1-28-5,B2-10.東京ダイヤビルディング（北側）/North Side of Tokyo Dia Building,35.675305,139.784904,-,営業時間 24時間 / Open for 24 hours
中央区,京橋二丁目,日八京,東京都中央区京橋2-2-1,B2-11.京橋エドグラン / KYOBASHI EDOGRAND,35.677366,139.769502,-,営業時間 24時間 / Open for 24 hours
中央区,新川一丁目,-,東京都中央区新川1-28-5,B2-12.東京ダイヤビルディング（東側）/East Side of Tokyo Dia Building,35.675305,139.784904,-,営業時間 24時間 / Open for 24 hours
中央区,日本橋兜町,-,東京都中央区日本橋兜町7-1,B2-15.KABUTO ONE,35.681182,139.778163,-,営業時間 24時間 / Open for 24 hours
中央区,八丁堀一丁目,-,東京都中央区八丁堀1-13-7,B2-16.ホテルサードニクス東京 / Hotel Sardonyx Tokyo,35.676721,139.778574,-,営業時間 24時間 / Open for 24 hours
中央区,八丁堀三丁目,-,東京都中央区八丁堀3-3-1,B2-17.アーバネックス八丁堀 / Urbanex Hacthobori,35.675183,139.773702,-,営業時間 24時間 / Open for 24 hours
中央区,新川一丁目,-,東京都中央区新川1-3-10,B2-18.旭ビルディング / Asahi Bldg,35.678486,139.781637,-,営業時間 24時間 / Open for 24 hours
中央区,築地一丁目,-,東京都中央区築地1-1-1,B3-01.中央区役所 /?Chuo City Office,35.670586,139.772002,-,営業時間 24時間 / Open for 24 hours
中央区,築地一丁目,-,東京都中央区築地1-1-1,B3-02.京橋図書館 /?Kyobashi Library,35.670586,139.772002,-,営業時間平日 Open 8:30 - 18:00土日祝日および年末年始(12/29~1/3)は一時休止
中央区,築地五丁目,-,東京都中央区築地5-1-1先,B3-04.築地市場駅地下駐輪場 /?Tsukijishijo Station Basement,35.665575,139.767347,-,営業時間 / Open 5:00~25:00(深夜1時)
中央区,築地七丁目,-,東京都中央区築地7-18-24,B3-05.興和住生築地ビル /?Kowa Sumisei Tsukiji Bldg.,35.664364,139.77563,-,営業時間 24時間 / Open for 24 hours
中央区,築地五丁目,-,東京都中央区築地5-3-2,B3-06.朝日新聞東京本社 /?Asahi Shimbun Tokyo Head Office,35.664073,139.765636,-,営業時間 24時間 / Open for 24 hours
中央区,築地七丁目,-,東京都中央区築地7-18-28,B3-09.築地永谷コーポラス / Tsukiji Nagatani corporate house,35.664951,139.776408,-,営業時間 24時間 / Open for 24 hours
中央区,新富一丁目,-,東京都中央区新富1-14-10,B3-10.DJホステル銀座 / DJ Hostel Ginza,35.673194,139.775049,休止中（2023年2月時点）,営業時間 24時間 / Open for 24 hours
中央区,築地四丁目,-,東京都中央区築地4-16-2,B3-12.築地場外市場 / Tsukiji Outer Market,35.665045,139.769822,-,営業時間 24時間 / Open for 24 hours
中央区,築地五丁目,-,東京都中央区築地5-1-1,B3-13.国立がん研究センター / National Cancer Center Hospital,35.665575,139.767347,-,営業時間 24時間 / Open for 24 hours
中央区,銀座六丁目,-,東京都中央区銀座6-14-7,B3-15.ACホテル・バイ・マリオット東京銀座 / AC Hotel Tokyo Ginza,35.668716,139.765303,-,営業時間 24時間 / Open for 24 hours
中央区,明石町,-,東京都中央区明石町14先,B3-16.明石町区民館 /?Akashicho Community Hall,35.6655,139.777769,-,営業時間 24時間 / Open for 24 hours
中央区,銀座六丁目,-,東京都中央区銀座6-17-1,B3-17.銀座6丁目-SQUARE / Ginza 6-chome SQUARE,35.667519,139.766573,-,営業時間 24時間 / Open for 24 hours
中央区,築地一丁目,-,東京都中央区築地1-13-1,B3-18.銀座松竹スクエア / Ginza Shochiku Square,35.668267,139.769347,-,営業時間 24時間 / Open for 24 hours
中央区,新富一丁目,-,東京都中央区新富1-13-14,B3-19.本の森ちゅうおう / Honnomori Chuo,35.673672,139.775552,-,営業時間 24時間 / Open for 24 hours
中央区,晴海三丁目,-,東京都中央区晴海3-1-6,B4-01.黎明橋公園（駐輪場） /?Reimeibashi Park(Parking Area),35.656763,139.779852,-,営業時間 24時間 / Open for 24 hours
中央区,月島四丁目,-,東京都中央区月島4-1-1,B4-02.月島特別出張所 /?Tsukishima Special Branch Office,35.662059,139.782141,-,営業時間 24時間 / Open for 24 hours
中央区,晴海一丁目,-,東京都中央区晴海1-8先,B4-03.桜の散歩道（晴海トリトンスクウエア前） /?Sakura no Sanpomichi (Harumi Triton Square),35.656121,139.781838,-,営業時間 24時間 / Open for 24 hours
中央区,晴海三丁目,-,東京都中央区晴海3-12-1,B4-04.KDX晴海ビル / KDX Harumi Building,35.654677,139.778536,-,営業時間 24時間 / Open for 24 hours
中央区,晴海四丁目,-,東京都中央区晴海4-1-11,B4-05.ドコモ・バイクシェア晴海ポート /?DOCOMO BIKESHARE Harumi Bike Port,35.654024,139.781533,-,営業時間 24時間 / Open for 24 hours
中央区,月島二丁目,-,東京都中央区月島2-10-3先,B4-06.月島駅地下駐輪場 /?Tsukishima Station Basement,35.663273,139.783971,-,営業時間 / Open 5:00~25:00(深夜1時)
中央区,勝どき一丁目,-,東京都中央区勝どき1-9-4先,B4-07.勝どき駅地下駐輪場 /?Kachidoki Station Basement,35.659351,139.776227,-,営業時間 / Open 5:00~25:00(深夜1時)
中央区,勝どき五丁目,-,東京都中央区勝どき5-10-10,B4-08.東京ミッドベイ勝どき（西仲通り） /?TOKYO MIDBAY KACHIDOKI（Nishinaka St.）,35.65609,139.771689,-,営業時間 24時間 / Open for 24 hours
中央区,佃一丁目,-,東京都中央区佃1-11-9,B4-10.リバーシティ/ River City,35.669384,139.784315,-,営業時間 24時間 / Open for 24 hours
中央区,勝どき四丁目,-,東京都中央区勝どき4-13-4,B4-11.ダンスキューブ勝どき / DANCE CUBE KACHIDOKI,35.656643,139.774911,-,営業時間 24時間 / Open for 24 hours
中央区,勝どき六丁目,-,東京都中央区勝どき6-3-1,B4-12.THE TOKYO TOWERS,35.654993,139.774464,-,営業時間 24時間 / Open for 24 hours
中央区,勝どき一丁目,-,東京都中央区勝どき1-3-1,B4-14.Brillia ist Tower 勝どき / Brillia ist Tower Kachidoki,35.660775,139.776948,-,営業時間 24時間 / Open for 24 hours
中央区,佃二丁目,-,東京都中央区佃2-1-2,B4-15.リバーシティ イーストタワーズ / River City East Towers,35.669742,139.786287,-,営業時間 24時間 / Open for 24 hours
中央区,豊海町,-,東京都中央区豊海町5-1,B4-18.豊海センタービル / TOYOMI CENTER BUILDING,35.653496,139.769814,-,営業時間 24時間 / Open for 24 hours
中央区,佃二丁目,-,東京都中央区佃2-2-11,B4-19.コーシャタワー佃 / Kosha Tower Tsukuda,35.66812,139.786732,-,営業時間 24時間 / Open for 24 hours
中央区,月島二丁目,-,東京都中央区月島2-1-1先,B4-21.月島駅前第一駐輪場 / Tsukishima station square first bicycle parking,35.663701,139.785135,-,営業時間 24時間 / Open for 24 hours
中央区,勝どき五丁目,-,東京都中央区勝どき5-11-15,B4-22.リビオレゾン勝どきNEX / LIVIO RAISON KACHIDOKI NEX,35.656307,139.771153,-,営業時間 24時間 / Open for 24 hours
中央区,豊海町,-,東京都中央区豊海町6,B4-23.交通広場（豊海町）/ TRAFFIC SQUARE(Toyomicho),35.654118,139.769314,-,営業時間 24時間 / Open for 24 hours
中央区,月島二丁目,-,東京都中央区月島2-13-10,B4-24.ミュプレ月島 / MIEUXPRES TUKISHIMA,35.662995,139.783271,-,営業時間 24時間 / Open for 24 hours
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-12-10,C1-02.西新橋1丁目（外堀通り） /?Nishi-Shinbashi 1Chome (Sotobori St.),35.668616,139.753504,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-23-1,C1-04.虎ノ門ヒルズ /?TORANOMON HILLS,35.6673,139.749071,-,営業時間 24時間 / Open for 24 hours
港区,西新橋二丁目,虎ノ門,東京都港区西新橋2-22-7,C1-05.西新橋２丁目（新虎通り） /?Nishi-Shinbashi 2-Chome (Shintora St.),35.665622,139.752601,-,営業時間 24時間 / Open for 24 hours
港区,愛宕二丁目,虎ノ門,東京都港区愛宕2-5-1,C1-09.愛宕グリーンヒルズ /?Atago GREEN HILLS,35.662139,139.748913,-,営業時間 24時間 / Open for 24 hours
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4-9-1,C1-14.新橋プラザビル / Shinbashi Plaza Building,35.664383,139.756379,-,営業時間 24時間 / Open for 24 hours
港区,芝公園四丁目,-,東京都港区芝公園4-2-8,C1-15.東京タワー /?TOKYO TOWER,35.658592,139.745441,-,営業時間 24時間 / Open for 24 hours
港区,芝公園三丁目,虎ノ門,東京都港区芝公園3-5-8,C1-16.機械振興会館 /?Kikai Shinko Kaikan Building,35.659703,139.745252,-,営業時間 24時間 / Open for 24 hours
港区,芝公園一丁目,-,東京都港区芝公園1-5-25,C1-17.港区役所 /?Minato City Hall,35.658056,139.751455,-,営業時間 24時間 / Open for 24 hours
港区,海岸一丁目,-,東京都港区海岸1-2-20,C1-21.汐留ビルディング /?Shiodome Building,35.65697,139.759601,-,営業時間 24時間 / Open for 24 hours
港区,芝四丁目,-,東京都港区芝4-1-17,C1-23.三田いきいきプラザ /?Mita Iki-iki Plaza,35.648752,139.749744,-,営業時間 24時間 / Open for 24 hours
港区,三田一丁目,-,東京都港区三田1-4-28,C1-24.三田国際ビル /?Mita Kokusai Building,35.653656,139.744744,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-3-17,C1-27.虎ノ門２丁目タワー / TORANOMON 2-CHOME TOWER,35.668399,139.746721,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ノ門4-3-1,C1-34.城山ガーデン / SHIROYAMA GARDEN,35.664666,139.743327,-,営業時間 24時間 / Open for 24 hours
港区,芝四丁目,-,東京都港区芝4-3-5,C1-35.セブン-イレブン三田駅北店 / Seven-Eleven Mitaekikita,35.649018,139.750285,-,営業時間 24時間 / Open for 24 hours
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-3-1,C1-37.KDX西新橋ビル（北側）/ KDX Nishi-shimbashi Building(North Side),35.665072,139.750654,-,営業時間 24時間 / Open for 24 hours
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3-3-1,C1-38.KDX西新橋ビル（西側）/ KDX Nishi-shimbashi Building(West Side),35.665072,139.750654,-,営業時間 24時間 / Open for 24 hours
港区,浜松町一丁目,-,東京都港区浜松町1-13-1,C1-41.港区立エコプラザ / Eco Plaza,35.658848,139.756887,-,営業時間 24時間 / Open for 24 hours
港区,芝公園一丁目,-,東京都港区芝公園1-7-6,C1-43.KDX浜松町プレイス / KDX HAMAMATSUCHO PLACE,35.657956,139.752424,-,営業時間 24時間 / Open for 24 hours
港区,三田三丁目,-,東京都港区三田3-11-28,C1-44.三田Avanti / Mita Avanti,35.640961,139.741664,-,営業時間 24時間 / Open for 24 hours
港区,浜松町二丁目,-,東京都港区浜松町2-3-1,C1-45.浜松町クレアタワー? / NIPPON LIFE HAMAMATSUCHO CREA TOWER,35.655981,139.755615,-,営業時間 24時間 / Open for 24 hours
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4-1-1,C1-46.新虎通りCORE / SHINTORA-DORI CORE,35.665397,139.753829,-,営業時間 24時間 / Open for 24 hours
港区,三田三丁目,-,東京都港区三田3-7-31,C1-47.パークプレイス三田 / Park Place Mita,35.641744,139.740531,-,営業時間 24時間 / Open for 24 hours
港区,海岸一丁目,-,東京都港区海岸1-12,C1-48.竹芝客船ターミナル / Takeshiba Passenger Ship Terminal,35.654393,139.762793,-,営業時間 24時間 / Open for 24 hours
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1-5-2,C1-49. 汐留シティセンター / Shiodome City Center,35.665353,139.761023,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3-8-8,C1-50.NTT虎ノ門ビル / NTT Toranomon Bldg.,35.666158,139.747771,-,営業時間 24時間 / Open for 24 hours
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4-21,C1-51.環二新橋四丁目 / Kam-2 Shimbashi 4-chome,35.663992,139.757709,-,営業時間 24時間 / Open for 24 hours
港区,芝三丁目,-,東京都港区芝3-7-1,C1-52.NTT三田ビル / NTT Mita Build.,35.652304,139.747936,-,営業時間 24時間 / Open for 24 hours
港区,新橋六丁目,虎ノ門広域,東京都港区新橋6-20-1,C1-53.ホテルリブマックス新橋 / HOTEL LiVEMAX SHIMBASHI,35.661211,139.754437,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3-17-1,C1-54. ニッセイ虎ノ門ビル / NIPPON LIFE TORANOMON BUILDING,35.664097,139.746541,-,営業時間 24時間 / Open for 24 hours
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1-1-13,C1-55.アーバンネット内幸町ビル・THE BLOSSOM HIBIYA / Urbannet Uchisaiwaicho Building,35.66913,139.756373,-,営業時間 24時間 / Open for 24 hours
港区,海岸一丁目,-,東京都港区海岸1-13,C1-56.鈴与竹芝ビル / Suzuyo Takeshiba Building,35.65434,139.761943,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-10-1,C1-57.虎ノ門ツインビルディング / Toranomon Twin Building,35.66758,139.745016,-,営業時間 24時間 / Open for 24 hours
港区,海岸一丁目,-,東京都港区海岸1-10,C1-58.ウォーターズ竹芝 / WATERS Takeshiba,35.655751,139.762601,-,営業時間 24時間 / Open for 24 hours
港区,芝三丁目,-,東京都港区芝3‐23‐1,C1-59.セレスティン芝三井ビルディング / CELESTINE SHIBA MITSUI Bldg,35.651126,139.748955,-,営業時間 24時間 / Open for 24 hours
港区,芝五丁目,-,東京都港区芝5-26-30,C1-60.専売ビル / Senbai Bldg.,35.647632,139.7453,-,営業時間 24時間 / Open for 24 hours
港区,海岸一丁目,-,東京都港区海岸1-5,C1-61.環三浜松町駅南 / Kam-3 Hamamatsucho Station South,35.653348,139.75751,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1-3-1,C1-64.東京虎ノ門グローバルスクエア / TOKYO TORANOMON GLOBAL SQUARE,35.669955,139.749535,-,営業時間 / Open 7:30~20:00
港区,海岸一丁目,-,東京都港区海岸1-7-1,C1-65.東京ポートシティ竹芝 / TOKYO PORTCITY TAKESHIBA,35.655248,139.76072,-,営業時間 24時間 / Open for 24 hours
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-7-14,C1-67.京阪神 虎ノ門ビル / Keihanshin Toranomon Bldg.,35.669194,139.75149,-,営業時間 24時間 / Open for 24 hours
港区,新橋三丁目,虎ノ門広域,東京都港区新橋3-16-15,C1-68.桜田公園 / Sakurada Park,35.665119,139.756487,-,営業時間 24時間 / Open for 24 hours
港区,新橋五丁目,虎ノ門広域,東京都港区新橋5-19-7,C1-69.塩釜公園 / Shiogama Park,35.663078,139.755068,-,営業時間 24時間 / Open for 24 hours
港区,海岸一丁目,-,東京都港区海岸1-4,C1-71.芝商業高校前交差点 / Shiba Shogyo high school front intersection,35.654704,139.758448,-,営業時間 24時間 / Open for 24 hours
港区,芝五丁目,-,東京都港区芝5-34-6,C1-72.新田町ビル / SHIN TAMACHI Bldg.,35.646149,139.746655,-,営業時間 24時間 / Open for 24 hoursこちらは台数制限ﾎﾟｰﾄです｡最大11台までしか返却できません｡11台を超えた場合は他のﾎﾟｰﾄをご利用ください｡
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-1-19,C1-73.日比谷フォートタワー / HIBIYA FORT TOWER,35.670324,139.752887,-,営業時間 24時間 / Open for 24 hours
港区,芝五丁目,-,東京都港区芝5-36-4,C1-74.札の辻スクエア / Fudanotsuji Square,35.645142,139.744807,-,営業時間 / Open月~土 8:00-22:00日 8:00-22:00
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ノ門3-10-11,C1-75.虎ノ門PFビル / Toranomon PF Bldg.,35.665354,139.747999,-,営業時間 24時間 / Open for 24 hours
港区,海岸一丁目,-,東京都港区海岸1-2,C1-76.浜松町駅北口交通広場(ハマサイト前) / Hamamatsucho Station North Exit Traffic Square(Hamasite),35.657084,139.759138,-,営業時間 24時間 / Open for 24 hours
港区,芝公園四丁目,-,東京都港区芝公園4-8-4,C1-77.芝公園 / Shiba Park,35.655563,139.749111,-,営業時間 24時間 / Open for 24 hours
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-12-32（六本木1-1寄り）,C2-01.アークヒルズ（アーク森ビル） /?Ark Hills (Ark Mori Tower),35.667094,139.740011,-,営業時間 24時間 / Open for 24 hours
港区,六本木六丁目,六本木,東京都港区六本木6-10-1,C2-02.六本木ヒルズ /?Roppongi Hills,35.660416,139.729248,-,営業時間 24時間 / Open for 24 hours
港区,六本木一丁目,虎ノ門,東京都港区六本木1-4-5,C2-03.アークヒルズサウスタワー /?Ark Hills South Tower,35.665688,139.739419,-,営業時間 24時間 / Open for 24 hours
港区,東麻布二丁目,-,東京都港区東麻布2-16-11,C2-04.飯倉いきいきプラザ /?Iikura Iki-iki Plaza,35.656903,139.740889,-,営業時間 24時間 / Open for 24 hours
港区,南麻布四丁目,-,東京都港区南麻布4-6-7,C2-05.ありすいきいきプラザ / Arisu Iki-iki Plaza,35.651037,139.72741,-,営業時間 24時間 / Open for 24 hours
港区,西麻布二丁目,-,東京都港区西麻布2-9-16,C2-08.ファミリーマート西麻布霞町店 /?Familly Mart Nishi-Azabu Kasumicho Store,35.661777,139.721079,-,営業時間 24時間 / Open for 24 hours
港区,六本木五丁目,六本木,東京都港区六本木5-16-45,C2-09.麻布地区総合支所 / Azabu Regional City Office,35.660642,139.735031,-,営業時間 24時間 / Open for 24 hours
港区,元麻布三丁目,-,東京都港区元麻布3-9,C2-10.元麻布三丁目?/ Motoazabu 3-Chome,35.655914,139.730448,-,営業時間 24時間 / Open for 24 hours
港区,麻布十番四丁目,-,東京都港区麻布十番4-3-1,C2-11.一の橋 / Ichinohashi,35.654365,139.737275,-,営業時間 24時間 / Open for 24 hours
港区,六本木一丁目,虎ノ門,東京都港区六本木1-9-9,C2-12.六本木ファーストビル / Roppongi First Building,35.663344,139.741089,-,営業時間 24時間 / Open for 24 hours
港区,南麻布五丁目,-,東京都港区南麻布5-6-33,C2-13.麻布運動場 / Azabu Sports Field,35.65242,139.727721,-,営業時間 24時間 / Open for 24 hours
港区,元麻布一丁目,-,東京都港区元麻布1-3-1,C2-14.元麻布ヒルズ / MOTOAZABU HILLS,35.653684,139.732034,-,営業時間 24時間 / Open for 24 hours
港区,六本木三丁目,六本木,東京都港区六本木3-2-1,C2-15.住友不動産六本木グランドタワー / SUMITOMO FUDOSAN ROPPONGI GRAND TOWER,35.6646,139.737742,-,営業時間 24時間 / Open for 24 hours
港区,東麻布一丁目,-,東京都港区東麻布1-8-4,C2-16.ザ・ベルグレイヴィア麻布?/ THE BELGRAVIA AZABU,35.6571,139.743502,-,営業時間 24時間 / Open for 24 hours
港区,六本木七丁目,六本木,東京都港区六本木7-3-24,C2-17.goodoffice ROPPONGI,35.665944,139.727676,休止中（2023年2月時点）,営業時間 24時間 / Open for 24 hours
港区,東麻布一丁目,-,東京都港区東麻布1-15-11,C2-18.ブランシェ東麻布 / Branche Higashiazabu,35.656673,139.743153,-,営業時間 24時間 / Open for 24 hours
港区,南麻布四丁目,-,東京都港区南麻布4-57-25,C2-19.広尾駅 / Hiroo Station,35.649176,139.72376,-,営業時間 24時間 / Open for 24 hours
港区,六本木三丁目,六本木,東京都港区六本木3-15-17,C2-20.三井ガーデンホテル六本木プレミア /? Mitsui Garden Hotel Roppongi Tokyo Premier,35.662097,139.735789,-,営業時間 24時間 / Open for 24 hours
港区,東麻布一丁目,-,東京都港区東麻布1-21-8,C2-22.飯倉公園 / Iikura Park,35.65579,139.743725,-,営業時間 24時間 / Open for 24 hours
港区,東麻布一丁目,-,東京都港区東麻布1-27-7,C2-24.intheHood 東麻布 / intheHood Higashi Azabu,35.655159,139.744552,-,営業時間 24時間 / Open for 24 hours
港区,六本木三丁目,六本木,東京都港区六本木3-18-6,C2-25.アパホテル&リゾート＜六本木駅東＞/ APA HOTELS&RESORTS -ROPPONGI EKI HIGASHI-,35.661601,139.73766,-,営業時間 24時間 / Open for 24 hours
港区,赤坂四丁目,赤坂,東京都港区赤坂4-18-13,C3-02.赤坂地区総合支所 /?Akasaka Regional City Office,35.674748,139.731647,-,営業時間 24時間 / Open for 24 hours
港区,赤坂八丁目,赤坂,東京都港区赤坂8-10-32,C3-06.ホテルアジア会館 /?Hotel Asia Center of Japan,35.670493,139.72807,-,営業時間 24時間 / Open for 24 hours
港区,南青山一丁目,-,東京都港区南青山1-1-1,C3-07.新青山ビル /?Shin-Aoyama Building,35.672696,139.725437,-,営業時間 24時間 / Open for 24 hours
港区,赤坂五丁目,赤坂,東京都港区赤坂5-2-20,C3-08.赤坂パークビルヂング /?Akasaka Park Building,35.67276,139.733369,-,営業時間 24時間 / Open for 24 hours
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-3-9,C3-10.ファミリーマート特許庁前店 /?FamilyMart Tokkyocho Mae Store,35.670321,139.744635,-,営業時間 24時間 / Open for 24 hours
港区,赤坂三丁目,赤坂,東京都港区赤坂3-8-1,C3-11.赤坂見附南 / South side of Akasakamitsuke,35.676512,139.736966,-,営業時間 24時間 / Open for 24 hours
港区,元赤坂一丁目,赤坂,東京都港区元赤坂1-3-13,C3-12.赤坂センタービルディング前（青山通り）/ Akasaka Center Building Mae(Aoyama-dori),35.67694,139.733578,-,営業時間 24時間 / Open for 24 hours
港区,赤坂四丁目,赤坂,東京都港区赤坂4-15-1,C3-16.赤坂ガーデンシティ / Akasaka Garden City,35.674043,139.731408,-,営業時間 24時間 / Open for 24 hours
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-4-41,C3-17.セブン-イレブン 港区溜池山王店 / Seven-Eleven Minatoku Tameikesanno store,35.670219,139.743524,-,営業時間 24時間 / Open for 24 hours
港区,元赤坂二丁目,-,東京都港区元赤坂2-2-23,C3-18.明治記念館 / Meijikinenkan,35.677948,139.721879,-,営業時間 / Open 7:00-21:00
港区,元赤坂二丁目,-,東京都港区元赤坂2-2-23,C3-19.明治記念館西 / Meijikinenkan West,35.677948,139.721879,-,営業時間 24時間 / Open for 24 hours
港区,赤坂四丁目,赤坂,東京都港区赤坂4-3-2,C3-22.OMO3東京赤坂 by 星野リゾート / OMO3 Tokyo Akasaka by Hoshino Resorts,35.675001,139.735961,-,営業時間 24時間 / Open for 24 hours
港区,南青山一丁目,-,東京都港区南青山1-12-32,C3-23.LIFORK 南青山 北エントランス / LIFORK MINAMI AOYAMA North entrance,35.668643,139.724687,-,営業時間 24時間 / Open for 24 hours
港区,南青山一丁目,-,東京都港区南青山1-12-32,C3-24.SHARE GREEN 南青山 西エントランス / SHARE GREEN MINAMI AOYAMA West entrance,35.668643,139.724687,-,営業時間 24時間 / Open for 24 hours
港区,赤坂七丁目,赤坂,東京都港区赤坂7-9-4,C3-26. ホテルリブマックス赤坂 / HOTEL LiVEMAX AKASAKA,35.670074,139.733297,-,営業時間 24時間 / Open for 24 hours
港区,北青山二丁目,-,東京都港区北青山2-14-4,C3-27.the ARGYLE aoyama,35.669668,139.715799,-,営業時間 24時間 / Open for 24 hours
港区,赤坂二丁目,赤坂,東京都港区赤坂2-5-8,C3-28.ヒューリックＪＰ赤坂ビル / ＨＵＬＩＣ ＪＰAkasaka Bldg.,35.672474,139.739888,-,営業時間 24時間 / Open for 24 hours
港区,赤坂七丁目,赤坂,東京都港区赤坂7-3-39,C3-29.高橋是清翁記念公園 / Takahashi Korekiyo Memorial Park,35.673918,139.729061,-,営業時間 24時間 / Open for 24 hours
港区,赤坂二丁目,赤坂,東京都港区赤坂2-6-17,C3-30.東京赤坂NKビル (ヴィアインプライム赤坂) / C3-30.Tokyo Akasaka NK Bldg. (VIA INN Prime Akasaka),35.672587,139.738937,-,営業時間 24時間 / Open for 24 hours
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-4-7,C3-31.赤坂一丁目 / 1 Akasaka,35.670226,139.744296,-,営業時間 24時間 / Open for 24 hours
港区,赤坂八丁目,赤坂,東京都港区赤坂8-11-32,C3-32.乃木公園 / Nogi Park,35.668466,139.727463,-,営業時間 24時間 / Open for 24 hours
港区,南青山三丁目,-,東京都港区南青山3-1-30,C3-33.PASONA SQUARE,35.66774,139.715798,-,営業時間 24時間 / Open for 24 hours
港区,高輪一丁目,-,東京都港区高輪1-6-25,C4-01.高輪地区総合支所（5F） / Takanawa Regional City Office(5F),35.642271,139.735445,-,営業時間 24時間 / Open for 24 hours
港区,白金台四丁目,-,東京都港区白金台4-8-5,C4-02.白金台いきいきプラザ / ?Shirokanedai Iki-iki Plaza,35.637727,139.724952,-,営業時間 24時間 / Open for 24 hours
港区,高輪二丁目,-,東京都港区高輪2-3-23,C4-03.東海大学 高輪キャンパス / TOKAI UNIVERCITY Takanawa Campus,35.637919,139.734559,休止中（2023年2月時点）,営業時間 / Open月~金 / Mon.-Fri. 7:00-22:00土･日･祝 / Sat. Sun. & Holiday : Closed
港区,高輪三丁目,-,東京都港区高輪3-9,C4-04.ショパン高輪 / Chopin Takanawa,35.632309,139.731813,-,営業時間 24時間 / Open for 24 hours
