0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,,,,,,,,,,,,,,,,,,,,,,,
,指標名,世界トップ企業,,,,,,,,,,,,,,,,,,,,,,
,出典,Forbes/Fortune,,,,,,,,,,,,,,,,,,,,,,
,年次,2025年,,,,,,,,,,,,,,,,,,,,,,
,URL,"https://www.forbes.com/global2000, https://fortune.com/ranking/global500/2025/",,,,,,,,,,,,,,,,,,,,,,
,備考,(2023：141件、2024年：137件、2025年:132件),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Fortune,,,,,,,,Forbes,,,,,,
,区,町丁,エリア,住所,緯度,経度,Name,会社名,Ranking,Rank,Change in Rank,Revenues ($M),Revenue % Change,Profits ($M),Profits % Change,Assets ($M),Employees,Rank,SALES,PROFIT,ASSETS,MARKETVALUE,Employees,URL
,港区,海岸,-,東京都港区海岸1-5-20,35.653345,139.758626,Tokyo Gas,東京ガス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1016,$17.2 B,$600.5 M,$24.76 B,$12.66 B,16858,https://www.forbes.com/companies/tokyo-gas/?list=global2000
,港区,元赤坂１丁目,赤坂,東京都港区元赤坂1-3-1,35.6774984,139.7343417,Kajima,鹿島建設株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1029,$17.8 B,$745.5 M,$21.61 B,$10.9 B,19400,https://www.forbes.com/companies/kajima/?list=global2000
,港区,港南２丁目,-,東京都港区港南2-15-2,35.6271186,139.7420949,Obayashi,株式会社大林組,Forbes Global 2025,-,-,-,-,-,-,-,-,1079,$16.53 B,$812.7 M,$19.5 B,$10.62 B,15470,https://www.forbes.com/companies/obayashi/?list=global2000
,港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2汐留シティセンター,35.6654972,139.7608806,All Nippon Airways,全日本空輸株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1101,$14.62 B,$938.5 M,$22.79 B,$8.82 B,46580,https://www.forbes.com/companies/all-nippon-airways/?list=global2000
,港区,芝５丁目,-,東京都港区芝5-37-8バンダイナムコ未来研究所,35.6446437,139.7445313,Bandai Namco Holdings,株式会社バンダイナムコホールディングス,Forbes Global 2025,-,-,-,-,-,-,-,-,1135,$8.14 B,$1.12 B,$7.17 B,$21.79 B,9886,https://www.forbes.com/companies/bandai-namco-holdings/?list=global2000
,港区,芝浦３丁目,-,東京都港区芝浦3-1−1,35.6447514,139.7493165,Suntory Beverage & Food,サントリー食品インターナショナル,Forbes Global 2025,-,-,-,-,-,-,-,-,1523,$11.2 B,$617.1 M,$13.1 B,$10.56 B,23532,https://www.forbes.com/companies/suntory-beverage-food/?list=global2000
,港区,芝浦三-１丁目,-,東京都港区芝浦三-1-21,35.6446311,139.7494596,Mitsubishi Motors,三菱自動車工業株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1562,$17.92 B,$562.3 M,$14.57 B,$3.7 B,80000,https://www.forbes.com/companies/mitsubishi-motors/?list=global2000
,港区,芝浦１丁目,-,東京都港区芝浦1-1-1,35.6513838,139.7576284,Cosmo Energy Holdings,コスモエネルギーホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1607,$18.18 B,$524.6 M,$14.55 B,$3.4 B,7111,https://www.forbes.com/companies/cosmo-energy-holdings/?list=global2000
,港区,六本木１丁目,虎ノ門,東京都港区六本木1-4-5,35.6656056,139.7394165,NEXON,株式会社ネクソン,Forbes Global 2025,-,-,-,-,-,-,-,-,1653,$2.94 B,$890.1 M,$8 B,$12.54 B,8475,https://www.forbes.com/companies/nexon/?list=global2000
,港区,六本木１丁目,虎ノ門,東京都港区六本木1-6-1泉ガーデンタワー18階,35.6645616,139.7394963,SBI Sumishin Net Bank,住信ＳＢＩネット銀行,Forbes Global 2025,-,-,-,-,-,-,-,-,1731,$900 M,$172.6 M,$73.58 B,$4.17 B,607,https://www.forbes.com/companies/sbi-sumishin-net-bank/?list=global2000
,港区,三田３丁目,-,"東京都港区三田3-5-27
住友不動産三田ツインビル西館",35.6440283,139.7424264,Unicharm,ユニ・チャーム株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1735,$6.53 B,$540.2 M,$7.89 B,$16.09 B,16223,https://www.forbes.com/companies/unicharm/?list=global2000
,港区,港南二-１丁目,-,東京都港区港南二-16-1,35.6280222,139.7407323,Daito Trust Construction,大東建託株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1771,$12.04 B,$603.4 M,$6.84 B,$7.12 B,17422,https://www.forbes.com/companies/daito-trust-construction/?list=global2000
,港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-8-1,35.6647054,139.7623476,Dentsu,株式会社　電通,Forbes Global 2025,-,-,-,-,-,-,-,-,1915,$9.31 B,$-1.27 B,$22.32 B,$5.4 B,71127,https://www.forbes.com/companies/dentsu/?list=global2000
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-2−3アルセアタワー3f,35.669103,139.7461584,Honda Motor,本田技研工業株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),59,-2,142273.55,0.65,5482.91,-28.43,205323.02,194173,-,-,-,-,-,-,https://global.honda/
,港区,和泉２丁目,-,東京都港区港南1-7-1 ソニーシティ,35.6311565,139.7411593,Sony,ソニーグループ株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),146,-18,84995.5,-5.66,7488.65,11.51,235460.49,112300,-,-,-,-,-,-,https://www.sony.com/en/
,港区,海岸,-,東京都港区海岸1-7−20−9,35.6552143,139.7606699,SoftBank Group,ソフトバンクグループ株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),320,5,47517.42,1.64,7565.6,0,300311.94,67229,-,-,-,-,-,-,https://group.softbank/en/
,渋谷区,代々木２丁目,-,東京都渋谷区代々木2-2-2,35.6871169,139.700292,East Japan Railway,東日本旅客鉄道株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,521,$18.85 B,$1.5 B,$63.25 B,$24.18 B,46051,https://www.forbes.com/companies/east-japan-railway/?list=global2000
,渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-20-8,35.6467787,139.7132372,Subaru Corporation,株式会社SUBARU,Forbes Global 2025,-,-,-,-,-,-,-,-,592,$31.31 B,$2.66 B,$32.11 B,$13.27 B,37693,https://www.forbes.com/companies/subaru/?list=global2000
,渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-25−12道玄坂通,35.6602203,139.6974029,Pan Pacific International Holdings,株式会社パン・パシフィック・インターナショナルホールディングス,Forbes Global 2025,-,-,-,-,-,-,-,-,1166,$14.36 B,$623.5 M,$9.95 B,$17.73 B,17107,https://www.forbes.com/companies/pan-pacific-international-holdings/?list=global2000
,渋谷区,幡ヶ谷２丁目,-,東京都渋谷区幡ヶ谷2-44-1,35.6791484,139.6756623,Terumo,テルモ株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1242,$6.67 B,$825.8 M,$11.95 B,$28.11 B,28294,https://www.forbes.com/companies/terumo/?list=global2000
,渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-5-1,35.6712707,139.7070881,Secom,セコム株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1444,$7.81 B,$693.4 M,$13.36 B,$14.82 B,71177,https://www.forbes.com/companies/secom/?list=global2000
,新宿区,西新宿１丁目,-,東京都新宿区西新宿1-26-1,35.6925858,139.6965156,Sompo,ＳＯＭＰＯホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,301,$32.72 B,$3.13 B,$94.06 B,$30.47 B,49057,https://www.forbes.com/companies/sompo/?list=global2000
,新宿区,西新宿二-４丁目,-,東京都新宿区西新宿二-4-1,35.6882614,139.6933813,Sumitomo Realty,住友不動産株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,910,$6.76 B,$1.18 B,$42.37 B,$17.72 B,13040,https://www.forbes.com/companies/sumitomo-realty/?list=global2000
,新宿区,西新宿６丁目,-,東京都新宿区西新宿6-10-1日土地西新宿ビル20f,35.694553,139.6909198,Hoya,ＨＯＹＡ株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1127,$5.58 B,$1.37 B,$8.14 B,$39.49 B,38376,https://www.forbes.com/companies/hoya/?list=global2000
,新宿区,西新宿１丁目,-,東京都新宿区西新宿1-25-1新宿センタービル,35.6917057,139.6954577,Taisei,大成建設株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1381,$14.17 B,$688.4 M,$15.11 B,$9.17 B,14518,https://www.forbes.com/companies/taisei/?list=global2000
,新宿区,市谷加賀町１丁目,-,東京都新宿区市谷加賀町1-1-1,35.6955792,139.7310122,Dai Nippon Printing,大日本印刷株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1692,$9.52 B,$848 M,$12.59 B,$5.87 B,36246,https://www.forbes.com/companies/dai-nippon-printing/?list=global2000
,新宿区,西新宿２丁目,-,東京都新宿区西新宿2-3-1新宿モノリス,35.6916948,139.6943654,Olympus,オリンパス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1825,$6.51 B,$552.7 M,$8.95 B,$13.76 B,32844,https://www.forbes.com/companies/olympus/?list=global2000
,新宿区,新宿５丁目,-,東京都新宿区新宿5-9-2,35.6920339,139.7087559,Tokyo Kiraboshi Financial Group,株式会社東京きらぼしフィナンシャルグループ,Forbes Global 2025,-,-,-,-,-,-,-,-,1995,$781 M,$183.4 M,$42.84 B,$1.14 B,2214,https://www.forbes.com/companies/tokyo-kiraboshi-financial-group/?list=global2000
,新宿区,西新宿１丁目,-,東京都新宿区西新宿1-26−1,35.692722,139.696111,Sompo Holdings,SOMPOホールディングス株式会社,2025 FORTUNE GLOBAL 500 (Revenue 2024),450,4,35775.53,4.8,2774.31,-3.63,100273.63,48793,-,-,-,-,-,-,www.sompo-hd.com
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-7-1,35.6822281,139.7688284,Mitsubishi UFJ Financial,三菱ＵＦＪフィナンシャル・グループ,Forbes Global 2025,-,-,-,-,-,-,-,-,34,$83.45 B,$12.82 B,"$2,629.12 B",$139.79 B,135049,https://www.forbes.com/companies/mitsubishi-ufj-financial/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-2,35.6852344,139.7624727,Sumitomo Mitsui Financial,三井住友フィナンシャルグループ,Forbes Global 2025,-,-,-,-,-,-,-,-,56,$64.06 B,$8.62 B,"$1,977.94 B",$87.95 B,101023,https://www.forbes.com/companies/sumitomo-mitsui-financial/?list=global2000
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-1大手町ファーストスクエアイーストタワー,35.6859264,139.7643294,Nippon Telegraph & Tel,ＮＴＴ（日本電信電話株式会社）,Forbes Global 2025,-,-,-,-,-,-,-,-,79,$90.48 B,$7.39 B,$194.73 B,$85.23 B,333840,https://www.forbes.com/companies/nippon-tel-tel/?list=global2000
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5–5,35.6854775,139.7656705,Mizuho Financial,株式会社みずほフィナンシャルグループ,Forbes Global 2025,-,-,-,-,-,-,-,-,90,$59.56 B,$5.89 B,"$1,815.93 B",$60.45 B,52420,https://www.forbes.com/companies/mizuho-financial/?list=global2000
,千代田区,丸の内二-３丁目,-,東京都千代田区丸の内二-3-1,35.6807535,139.7621962,Mitsubishi Corporation,三菱商事株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,97,$124.13 B,$7.23 B,$138.62 B,$73.97 B,80728,https://www.forbes.com/companies/mitsubishi/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-2-1,35.6831149,139.7632678,Tokio Marine Holdings,東京海上ホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,122,$51.13 B,$7.09 B,$194.19 B,$73.05 B,43217,https://www.forbes.com/companies/tokio-marine-holdings/?list=global2000
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-3-1,35.6886339,139.7627599,Mitsui,三井物産株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,151,$94.46 B,$6.53 B,$110.49 B,$55.52 B,5449,https://www.forbes.com/companies/mitsui/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-6,35.6833651,139.7657181,Hitachi,株式会社日立製作所,Forbes Global 2025,-,-,-,-,-,-,-,-,174,$62.85 B,$3.8 B,$86.96 B,$117.58 B,322525,https://www.forbes.com/companies/hitachi/?list=global2000
,千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3-10-10,35.700409,139.7505294,KDDI,ＫＤＤＩ株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,211,$38.63 B,$4.15 B,$103.62 B,$69.64 B,49659,https://www.forbes.com/companies/kddi/?list=global2000
,千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-3-1,35.6871691,139.767138,Japan Post Holdings,日本郵政株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,231,$76.94 B,$2.06 B,"$1,958.28 B",$26.65 B,232112,https://www.forbes.com/companies/japan-post-holdings/?list=global2000
,千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-13-1,35.6758533,139.7608123,Dai-ichi Life Insurance,第一生命保険株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,234,$62.22 B,$3.01 B,$436.12 B,$24.5 B,62260,https://www.forbes.com/companies/dai-ichi-life-insurance/?list=global2000
,千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-3-2,35.6873879,139.767443,Sumitomo,住友商事株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,312,$47.3 B,$2.63 B,$76.87 B,$29.02 B,5223,https://www.forbes.com/companies/sumitomo/?list=global2000
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-6-1,35.6785703,139.7625325,Nippon Steel,日本製鉄株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,337,$57.95 B,$3.11 B,$70.15 B,$21.7 B,26570,https://www.forbes.com/companies/nippon-steel/?list=global2000
,千代田区,二番町,-,東京都千代田区二番町8-8,35.6856247,139.7340705,Seven & I Holdings,株式会社セブン＆アイ・ホールディングス,Forbes Global 2025,-,-,-,-,-,-,-,-,358,$78.5 B,$1.13 B,$75.56 B,$37.79 B,170757,https://www.forbes.com/companies/seven-i-holdings/?list=global2000
,千代田区,丸の内三-２丁目,-,東京都千代田区丸の内三-2-3,35.6779421,139.761055,Mitsubishi Heavy Industries,三菱重工業株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,372,$32.64 B,$1.69 B,$43.43 B,$64.11 B,77283,https://www.forbes.com/companies/mitsubishi-heavy-industries/?list=global2000
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-7-3,35.6785783,139.7649684,Mitsubishi Electric,三菱電機株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,389,$36.15 B,$2.29 B,$39.67 B,$38.15 B,149655,https://www.forbes.com/companies/mitsubishi-electric/?list=global2000
,千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-6-1,35.6845034,139.7689189,Shin-Etsu Chemical,信越化学工業株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,427,$16.8 B,$3.5 B,$37.69 B,$55.08 B,24069,https://www.forbes.com/companies/shin-etsu-chemical/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-4-1,35.6842777,139.7650482,Sumitomo Mitsui Trust,三井住友トラスト・ホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,456,$16.78 B,$1.69 B,$498.35 B,$16.78 B,22024,https://www.forbes.com/companies/sumitomo-mitsui-trust/?list=global2000
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-1-2,35.6860801,139.7619087,ENEOS Holdings,ＥＮＥＯＳホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,492,$87.25 B,$1.66 B,$64.01 B,$13.15 B,41852,https://www.forbes.com/companies/eneos-holdings/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-2,35.6786778,139.7673644,Recruit Holdings,株式会社リクルートホールディングス,Forbes Global 2025,-,-,-,-,-,-,-,-,546,$23.36 B,$2.48 B,$18.51 B,$73.82 B,51757,https://www.forbes.com/companies/recruit-holdings/?list=global2000
,千代田区,神田司町２丁目,-,東京都千代田区神田司町2-9,35.6935059,139.7669491,Otsuka Holding,大塚ホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,654,$15.38 B,$2.26 B,$23.79 B,$25.19 B,34388,https://www.forbes.com/companies/otsuka-holding/?list=global2000
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-3-2郵船ビル,35.6815262,139.7627409,Nippon Yusen,日本郵船株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,662,$17 B,$3.11 B,$28.19 B,$14.58 B,35165,https://www.forbes.com/companies/nippon-yusen/?list=global2000
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-1-1大手町パークビル,35.6866068,139.7628234,Mitsubishi Estate,三菱地所株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,698,$10.73 B,$1.3 B,$50.1 B,$21.25 B,10202,https://www.forbes.com/companies/mitsubishi-estate/?list=global2000
,千代田区,内幸町１丁目,-,東京都千代田区内幸町1-1-3,35.6707368,139.7590984,Tokyo Electric Power,東京電力ホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,711,$44.73 B,$1.05 B,$92.58 B,$4.85 B,37891,https://www.forbes.com/companies/tokyo-electric-power/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-1,35.682111,139.7691588,Daiwa Securities,大和証券株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,838,$9.26 B,$1.08 B,$233.57 B,$9.25 B,15096,https://www.forbes.com/companies/daiwa-securities/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-5-1,35.6825704,139.7646288,Mitsubishi UFJ Lease,三菱ＵＦＪリース株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,842,$13.71 B,$860 M,$75.11 B,$9.99 B,8803,https://www.forbes.com/companies/mitsubishi-ufj-lease/?list=global2000
,千代田区,丸の内三丁目,-,東京都千代田区丸の内三-1-1,35.6767148,139.7612147,Idemitsu Kosan,出光興産株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,883,$60.69 B,$771.6 M,$32.76 B,$7.88 B,14209,https://www.forbes.com/companies/idemitsu-kosan/?list=global2000
,千代田区,内幸町２丁目,-,東京都千代田区内幸町2-2-3,35.6698412,139.7549727,JFE Holdings,ＪＦＥ（ジェイエフイー）ホールディングス株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,903,$32.9 B,$888.5 M,$36.18 B,$7.31 B,64296,https://www.forbes.com/companies/jfe-holdings/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-1,35.6846529,139.7614386,Mitsubishi Chemical,三菱ケミカル株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1088,$29.53 B,$495.7 M,$38.76 B,$6.77 B,68639,https://www.forbes.com/companies/mitsubishi-chemical/?list=global2000
,千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-1-2,35.6739991,139.7591893,Asahi Kasei,旭化成株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1139,$19.67 B,$552.6 M,$25.8 B,$9.1 B,46751,https://www.forbes.com/companies/asahi-kasei/?list=global2000
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-2,35.6841764,139.766406,Advantest,株式会社アドバンテスト,Forbes Global 2025,-,-,-,-,-,-,-,-,1231,$5.11 B,$1.06 B,$5.71 B,$30.58 B,5261,https://www.forbes.com/companies/advantest/?list=global2000
,千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-1,35.6708825,139.7527569,Sojitz,双日株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1295,$16.55 B,$671.1 M,$19.58 B,$4.9 B,19463,https://www.forbes.com/companies/sojitz/?list=global2000
,千代田区,外神田４丁目,-,東京都千代田区外神田4-14-1,35.7005674,139.7727147,SMC,ＳＭＣ　株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1331,$5.18 B,$1.07 B,$13.52 B,$20.77 B,23127,https://www.forbes.com/companies/smc/?list=global2000
,千代田区,神田練塀町,-,東京都千代田区神田練塀町3,35.7002686,139.7739676,Tokyo Century,東京センチュリー株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1333,$8.94 B,$575.1 M,$41.76 B,$5.01 B,7634,https://www.forbes.com/companies/tokyo-century/?list=global2000
,千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-1飯野ビルディング,35.6708719,139.7525433,Kawasaki Kisen Kaisha,川崎汽船株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1465,$6.94 B,$2.08 B,$14.48 B,$8.2 B,5158,https://www.forbes.com/companies/kawasaki-kisen-kaisha/?list=global2000
,千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-3-2,35.6887064,139.7631543,Sumitomo Forestry,住友林業株式会社,Forbes Global 2025,-,-,-,-,-,-,-,-,1511,$13.56 B,$769.2 M,$14.39 B,$6.07 B,26741,https://www.forbes.com/companies/sumitomo-forestry/?list=global2000
