0,1,2,3,4,5,6,7,8
,,,,,,,,
,指標名,ギャラリー,,,,,,
,出典,TokyoArtBeat(Gallery),,,,,,
,年次,2026/2/27取得,,,,,,
,URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
,備考,（2023年度：651件、2024年度：667件、2025年度:700件）,,,,,,
,,,,,,,,
,区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
,江東区,三好３丁目,-,東京都江東区三好3-3-15ボナール三好1f,35.6796067,139.8064689,YUY GALLERY,https://www.instagram.com/yuy__gallery/
,江東区,白河２丁目,-,東京都江東区白河2-5-10,35.6814544,139.8033824,stoop（ストゥープ）,https://stoop.jp/
,江東区,千田,-,東京都江東区千田2-7,35.6805975,139.8149765,drawCircle Gallery（ドローサークルギャラリー）,https://gallery.drawcircle.jp/
,江東区,三好３丁目,-,東京都江東区三好3-2−24翔kiyosumi1f,35.6792782,139.8058715,Ikkou's Gallery,https://ikkou-re-glass.com/gallery_top/
,江東区,新大橋２丁目,-,東京都江東区新大橋2-14-21f,35.689161,139.7938873,TATSURO KISHIMOTO,https://www.instagram.com/tatsurokishimoto/
,江東区,白河１丁目,-,東京都江東区白河1-3-13清洲寮口号-14-209,35.6819636,139.8000603,euso gallery,https://www.instagram.com/euso_gallery/
,江東区,森下３丁目,-,東京都江東区森下3-5-11chigayamorishita3f,35.6877058,139.8011391,DJURGARDEN,https://www.instagram.com/dgn.tokyo/
,江東区,新大橋３丁目,-,東京都江東区新大橋3-17-10,35.6896091,139.7960609,Masumi Sasaki Gallery,https://art-reason.com/
,江東区,北砂３丁目,-,東京都江東区北砂3-1-72f,35.6804771,139.827777,FILTER gallery,https://www.instagram.com/designlab_shuhare/
,江東区,白河１丁目,-,東京都江東区白河1-3-13清洲寮208,35.6819636,139.8000603,art lab Melt Meri（アートラボメルトメリ）,https://www.artlabmeltmeri.com/
,江東区,大島４丁目,-,東京都江東区大島4-1-1大島四-団地1号棟106,35.6877735,139.8274611,Studio 04,https://www.artscouncil-tokyo.jp/ja/what-we-do/creation/hubs/karoku-recycle/57626/
,江東区,三好３丁目,-,東京都江東区三好3-1-14,35.6798104,139.8047365,ギャラリークリューチ,https://gallery-klyuch.my.canva.site/
,江東区,門前仲町２丁目,-,東京都江東区門前仲町2-9-11,35.6729771,139.7958593,ギャラリーダイジロ,https://www.gallerydaijiro.tokyo/
,江東区,木場３丁目,-,東京都江東区木場3-18-17,35.6727942,139.8054097,EARTH + GALLERY,https://earth-plus.com/
,江東区,清澄３丁目,-,東京都江東区清澄3-7-4,35.6824881,139.7983899,SAKuRA GALLERY,http://kiyosumi-gallery.sakura.ne.jp/
,江東区,白河４丁目,-,東京都江東区白河4-7-6白河和楽ビル1f,35.6835945,139.8090091,KANA KAWANISHI GALLERY,http://www.kanakawanishi.com/
,江東区,平野１丁目,-,東京都江東区平野1-7-9,35.6786388,139.7987988,清澄アートギャラリー,http://www.kiyosumi-ag.com/
