0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,港区,六本木４丁目,六本木,港区六本木4-1-9ベルザ六本木b1f,35.6650572,139.7352753,COVE,ラウンジ ･ バー,House ･ Electro ･ HipHop ･ Jazz ･ Dance,営業不明,-,,300人前後,5000円,https://www.tokyo-club.net/cove/
,港区,西麻布３丁目,-,港区西麻布3-1-18六本木新生ビル3f(kitchenbarars内),35.6604344,139.726548,TONY Taste Of New York,ライブレストラン,Jazz ･ R&B ･ Live,Closed,-,,36席,4000円,https://www.tokyo-club.net/tony-taste-of-new-york/
,港区,麻布十番１丁目,-,港区麻布十番1-4-5深尾ビルb1f,35.6569619,139.7353052,VILLAGE,イベントスペース,R&B ･ HipHop,Closed,-,,800人,3800円,https://www.tokyo-club.net/village/
,港区,西麻布１丁目,-,港区西麻布1-1-1エッジビルb1f,35.6617608,139.7278768,Gallery,エンターテインメントラウンジ,Allmix ･ Trance ･ Techno ･ Electronic ･ R&B ･ etc.,Closed,-,,130人,3800円,https://www.tokyo-club.net/gallery/
,港区,六本木４丁目,六本木,港区六本木4-11-11六本木gmビルb1f,35.6642349,139.7315452,morph-tokyo,ライブハウス ･ クラブ,Live ･ POPs ･ Others ･ Allmix,Closed,-,,着席100人 / スタンディング250人,,https://www.tokyo-club.net/morph-tokyo/
,港区,新橋２丁目,虎ノ門広域,港区新橋2-9-6烏森神社ビルb1f,35.666919,139.7568824,URBAN TRAIN,DJバー,Disco ･ R&B ･ Soul ･ Funk ･ 70s ･ 80s,Closed,-,,70人,2800円,https://www.tokyo-club.net/urban-train/
,港区,六本木３丁目,六本木,港区六本木3-15-24アリエスビル1f/b1f,35.6626768,139.7352604,LINE CLUB,バー ･ ラウンジ,HipHop ･ R&B ･ Reggae ･ Allmix,Closed,-,,"2,800円",-,https://www.tokyo-club.net/line-club/
,港区,六本木３丁目,六本木,港区六本木3-15-22陽光セントラルビルディング6f,35.662308,139.7351621,JKB,レゲエバー,Reggae ･ HipHop ･ R&B ･ Techno,営業不明,-,,2500円,-,https://www.tokyo-club.net/jkb/
,港区,白金１丁目,-,港区白金1-29-13白金ビレッジb1f,35.643212,139.733586,Club Jamaica,スポーツバー,Reggae ･ 70s ･ 80s ･ 90s ･ Dub ･ Dance,CLOSED,-,,2500円,-,https://www.tokyo-club.net/club-jamaica/
,港区,六本木５丁目,六本木,港区六本木5-16-52インペリアル六本木2号館b1f,35.6616341,139.7352446,studio FORUM,CLUB,Electro ･ House ･ Trance ･ Techno,Closed,-,,500人,,https://www.tokyo-club.net/studio-forum/
,港区,六本木４丁目,六本木,港区六本木4-11-11六本木gmビル7f,35.6642349,139.7315452,Bamboo Grass,DJバー ･ イベントスペース,All Genre ･ Others,営業不明,-,,80人,3800円,https://www.tokyo-club.net/bamboo-grass/
,港区,六本木３丁目,六本木,港区六本木3-10-4六本木パークビルb1f,35.6632913,139.733461,spade,バー ･ クラブ,All Genre,Closed,-,,ドリンク一杯500円〜,-,https://www.tokyo-club.net/spade/
,港区,六本木３丁目,六本木,港区六本木3-10-4六本木パークビルb1f,35.6632913,139.733461,spade,バー ･ クラブ,All Genre,Closed,-,,ドリンク一杯500円〜,-,https://www.tokyo-club.net/bar-lounge-indigo/
,港区,六本木３丁目,六本木,港区六本木3-14-14六本木314ビル7-8f,35.6625613,139.7341722,HIVE,ラウンジ ･ バー,Allmix ･ HipHop ･ TOP40 ･ EDM ･ All Genre,Closed,-,,300人,3500円,https://www.tokyo-club.net/hive/
,港区,南青山３丁目,-,港区南青山3-18-19フェスタ表参道ビル1f,35.6651715,139.7128739,cafe ATLANTIS,エンターテインメントラウンジ,Allmix ･ House ･ R&B ･ HipHop ･ Others,Closed,-,,200人,5000円～,https://www.tokyo-club.net/cafe-atlantis/
,港区,六本木４丁目,六本木,港区六本木4-2-35アーバンスタイル六本木三河台b1f,35.6647207,139.7335553,Paradis TOKYO,ラウンジ,HipHop ･ House ･ Allmix ･ R&B ･ Electronic,Closed,-,,200人,3500円,https://www.tokyo-club.net/paradis-tokyo/
,港区,赤坂５丁目,赤坂,港区赤坂5-3-1赤坂bizタワー1f,35.673049,139.7362794,P.C.A. PUB CARDINAL AKASAKA,バー ･ ラウンジ,Jazz ･ Soul ･ Funk ･ Lounge ･ All Genre,Closed,-,,着席50人 / スタンディング100人,"4,500円",https://www.tokyo-club.net/pcm-pub-cardinal/
,港区,六本木３丁目,六本木,港区六本木3-15-23b1f,35.6623598,139.7352481,MILWAUKEE BAR,アミューズメントバー,Allmix ･ Trance ･ 70s ･ 80s ･ 90s,Closed,-,,120人,"2,800円",https://www.tokyo-club.net/milwaukee-bar/
,港区,南青山６丁目,-,港区南青山6-7-14チガー南青山b1,35.6594725,139.7172072,REDSHOES,バー,Rock ･ Live,03-3486-1169,-,,100名以下 (立),5000円,https://www.tokyo-club.net/redshoes/
,港区,麻布十番１丁目,-,港区麻布十番1-4-5深尾ビル1f,35.6569619,139.7353052,the fashion cafe,ラウンジ ･ バー,House ･ HipHop ･ Allmix ･ R&B,Closed,-,,150人,4000円,https://www.tokyo-club.net/f-bar/
,港区,六本木３丁目,六本木,港区六本木3-15-23花椿ビル1f,35.6623598,139.7352481,jokers Bar,ダイニングバー,Allmix ･ Disco ･ R&B,営業不明,-,,40席前後,"3,000円",https://www.tokyo-club.net/jokers-bar/
,港区,六本木７丁目,六本木,港区六本木7-5-11カサグランデミワビルb1f,35.66492590000001,139.7278073,DJ LOUNGE SONORA,DJバー,R&B ･ Allmix ･ Others,Closed,-,,3000円,2001年1月 / 閉店: 2013年11月,https://www.tokyo-club.net/dj-lounge-sonora/
,港区,西麻布１丁目,-,港区西麻布1-7-2econach西麻布ビル,35.6608109,139.7261258,PEARL TOKYO,音楽喫茶,Allmix ･ House ･ HipHop ･ Electronic ･ R&B,Closed,-,,1000人,3800円,https://www.tokyo-club.net/nishiazabu-pearl/
,港区,南青山３丁目,-,港区南青山3-1-5スタイル南青山b1f,35.66847970000001,139.7164937,style MINAMIAOYAMA,バーラウンジ,Allmix,営業不明,-,,150人,,https://www.tokyo-club.net/byblos-cafe/
,港区,六本木７丁目,六本木,港区六本木7-5-11カサグランデミクb103,35.66492590000001,139.7278073,Envvy the sonic space,バー ･ イベントスペース,HipHop ･ Allmix ･ R&B ･ Others,営業不明,-,,30人,4000円,https://www.tokyo-club.net/envvy-the-sonic-space/
,港区,海岸,-,港区海岸3-2-6,35.6443579,139.7555848,Studio Cube326,CLUB ･ イベントスペース,Trance ･ Others ･ Techno,CLOSED,-,,1階 40人 / 2階 400人 / 4階 200人 / 6階 100人,,https://www.tokyo-club.net/studio-cube326/
,港区,六本木５丁目,六本木,港区六本木5-3-1レーヌ第2ビル3f,35.66208820000001,139.7332945,Bar Quest,DJバー,Disco ･ Allmix,03-5414-2225,-,,"3,000円",2002年7月,https://www.tokyo-club.net/bar-quest/
,港区,六本木７丁目,六本木,港区六本木7-8-6axall六本木b1,35.6648842,139.7297933,RISTORAZIONE LE G.A,ラウンジバー,House ･ Techno ･ Allmix ･ Live ･ Electro,Closed,-,,300人,6000円,https://www.tokyo-club.net/ristorazione-le-g-a/
,港区,北青山１丁目,-,港区北青山1-4-5ロジェ青山b1,35.6723179,139.7217362,THE SPACE,クラブ ･ イベントスペース,Allmix ･ Techno ･ Live ･ Others ･ R&B ･ Electronic,Closed,-,,120人,4000円,https://www.tokyo-club.net/fiat-space/
,港区,南青山６丁目,-,港区南青山6-3-16ライカビル,35.6611138,139.7162609,BLUE NOTE TOKYO,ジャズクラブ,Others ･ POPs ･ Jazz,03-5485-0088,-,,300人,"10,000円",https://www.tokyo-club.net/blue-note-tokyo/
,港区,麻布台３丁目,-,港区麻布台3-4-11中央飯倉ビルb1f,35.6605216,139.7390373,CUBE,CLUB ･ DISCO,Allmix ･ House ･ Disco ･ Dance ･ R&B ･ HIPHOP ･ Live ･ Electro ･ POPs,03-3589-0933,-,,イベント時 150～180名程,2500円,https://www.tokyo-club.net/cube/
,港区,南青山３丁目,-,港区南青山3-8-40青山センタービルb1f,35.6674254,139.7151324,Le Baron de Paris,クラブラウンジ,Allmix ･ HipHop ･ House ･ Disco ･ Electronic,Closed,-,,200人前後,5000円,https://www.tokyo-club.net/le-baron-de-paris/
,港区,西麻布３丁目,-,港区西麻布3-1-25b1f,35.6607579,139.7274714,SuperDeluxe,CLUB,All Genre ･ Live ･ Others,Closed,-,,300人,イベントによる,https://www.tokyo-club.net/superdeluxe/
,港区,六本木１丁目,虎ノ門,港区六本木1-6-1泉ガーデン5f,35.6645616,139.7394963,Lounge Opera,Club ･ ラウンジ,Allmix ･ Techno ･ House ･ Others ･ Live,Closed,-,,200人前後,5000円,https://www.tokyo-club.net/lounge-opera/
,港区,六本木３丁目,六本木,港区六本木3-13-6windビルb1,35.6628959,139.734048,THE NEW MATRIX BAR,DJバー,HipHop ･ R&B ･ Reggae ･ Allmix,03-3405-1066,-,,"2,000円～3,500円",2003年,https://www.tokyo-club.net/matrix-bar/
,港区,六本木５丁目,六本木,港区六本木5-18-2大昌第二ビルb1f,35.6612086,139.737256,SOUL SONIC BOOGIE,CLUB,Soul ･ Funk ･ Classics ･ Dance,Closed,-,,150人,3000円,https://www.tokyo-club.net/soul-sonic-boogie/
,港区,六本木５丁目,六本木,港区六本木5-5-1ロアビルb1,35.6620101,139.7345733,Tomodachi Lounge,ラウンジバー,Allmix,Closed,-,,3000円,-,https://www.tokyo-club.net/tomodachi-lounge/
,港区,西麻布３丁目,-,港区西麻布3-24-20b1f,35.6595105,139.7238011,328,CLUB,House ･ Dance ･ Rock ･ Soul,Closed,-,,3300円,1979年 / 閉店: 2015年6月,https://www.tokyo-club.net/nishiazabu-328/
,港区,西麻布１丁目,-,港区西麻布1-7-11霞ハイツb1f,35.6610452,139.7262188,BULLET’S,CLUB,Electronic ･ HipHop ･ Dance ･ Allmix,Closed,-,,3000円,1999年4月 / 閉店: 2018年3月,https://www.tokyo-club.net/bullets/
,港区,南青山１丁目,-,港区南青山1-15-18リーラ乃木坂b1f,35.6681585,139.7267942,Club CACTUS,CLUB,Reggae,03-3408-9577,-,,120人前後,3500円,https://www.tokyo-club.net/club-cactus/
,港区,六本木３丁目,六本木,港区六本木3-14-11kento'sビル2f,35.6624746,139.7345153,GP BAR,DJバー,Allmix,Closed,-,,3000円,-,https://www.tokyo-club.net/gp-bar/
,港区,西麻布１丁目,-,港区西麻布1-3-6アゼリアビル1f,35.6613725,139.7260061,Vanilla Mood,DJバー,Jazz ･ Soul ･ Funk ･ Latin ･ HipHop ･ House ･ R&B,Closed,-,,50人,3000円,https://www.tokyo-club.net/vanilla-mood/
,港区,六本木３丁目,六本木,港区六本木3-15-23六本木花椿ビル3f,35.6623598,139.7352481,ODEON TOKYO,Club ･ バー,House ･ EDM ･ Allmix ･ Trance,03-3478-4555,-,,39坪,"3,800円",https://www.tokyo-club.net/odeon-bar/
,港区,六本木３丁目,六本木,港区六本木3-11-621泰明ビル5f,35.663129,139.7330944,IBEX TOKYO,Club ･ ラウンジバー,HipHop ･ R&B ･ Reggae ･ 90s ･ Old school,不明,-,,100人前後,"4,000円",https://www.tokyo-club.net/ibex-tokyo/
,港区,六本木３丁目,六本木,港区六本木3-11-621泰明ビル5f,35.663129,139.7330944,IBEX TOKYO,Club ･ ラウンジバー,HipHop ･ R&B ･ Reggae ･ 90s ･ Old school,不明,-,,100人前後,"4,000円",https://www.tokyo-club.net/new-planet-tokyo/
,港区,六本木３丁目,六本木,港区六本木3-14-7アロービルb1f,35.6625667,139.734926,24/7 TWENTY FOUR SEVEN,バー ･ ラウンジ,HipHop ･ Allmix ･ R&B,Closed,-,,150人,4000円,https://www.tokyo-club.net/247-twenty-four-seven/
,港区,六本木３丁目,六本木,港区六本木3-15-24森川ビルb1f,35.6626755,139.7354102,BAR MIST ex. GREEN LAND,アミューズメントバー,Allmix ･ House ･ HipHop ･ R&B ･ Electronic,Closed,-,,200名未満,3000円,https://www.tokyo-club.net/green-land/
,港区,南青山６丁目,-,港区南青山6-2-9nykビルb1f/b2f,35.6608612,139.7156131,ever,CLUB,House ･ Techno ･ HipHop ･ Allmix ･ R&B ･ EDM ･ Electro,03-5774-1380,-,,180人,,https://www.tokyo-club.net/ever/
,港区,海岸,-,港区海岸2-7-104,35.6509402,139.7604646,JICOO,船上バーラウンジ,Allmix ･ Techno ･ Others ･ Electronic ･ Jazz,確認,-,,130人,"5,000円",https://www.tokyo-club.net/jicoo/
,港区,六本木３丁目,六本木,港区六本木3-15-24モリカワビル3f,35.6626755,139.7354102,FETTI,CLUB ･ バーラウンジ,HipHop ･ Reggae ･ R&B ･ House ･ etc.,Closed,-,,3000円,2011年 / 閉店: 2018年9月15日,https://www.tokyo-club.net/fetti-tokyo/
,港区,六本木５丁目,六本木,港区六本木5-10-25exけやき坂ビルr棟1f,35.6592102,139.7325451,ColoR. Tokyo Night Cafe,ナイトクラブ ･ Cafe,Allmix ･ EDM ･ House ･ R&B ･ Live,Closed,-,,600人,4000円,https://www.tokyo-club.net/color-tokyo-night-cafe/
,港区,南青山５丁目,-,港区南青山5-10-1h2aoyamabldgb1f･b2f,35.6627563,139.7110059,fai aoyama,CLUB,House ･ Techno ･ Jazz ･ Electronic,03-5466-3181,-,,300人,3000円～,https://www.tokyo-club.net/fai-aoyama/
,港区,六本木５丁目,六本木,港区六本木5-16-5インペリアル六本木ビルb2f,35.6616997,139.735385,THE FIRST HOUSE,クラブバー,R&B ･ Allmix,03-6277-7229,-,,席数 40程,"3,000円",https://www.tokyo-club.net/the-first-house/
,港区,六本木５丁目,六本木,港区六本木5-16-52インペリアル六本木フォーラムビルb1f,35.6616997,139.735385,BAR LIGHT,バー ･ ラウンジ,Allmix ･ Techno ･ Trance ･ House ･ HipHop,営業不明,-,,100人前後,3800円,https://www.tokyo-club.net/bar-light/
,港区,麻布十番１丁目,-,港区麻布十番1-7-5フェスタ麻布b2f,35.6564722,139.7348476,DIX,DJレストラン ･ バー,House ･ Allmix ･ HipHop ･ Electronic,Closed,-,,200人前後,3500円,https://www.tokyo-club.net/dix-azabu/
,港区,六本木３丁目,六本木,港区六本木3-10-5マリナビル3f,35.6631951,139.7333986,Wall Street House,ミュージックバー,House ･ POPs ･ Allmix,03-6804-5416,-,,3500円,-,https://www.tokyo-club.net/wall-street-house/
,港区,六本木６丁目,六本木,港区六本木6-1-3六門ビル6f,35.6627267,139.7322322,MAHARAJA 六本木,クラブ ･ ディスコ,Allmix ･ House ･ Disco ･ Dance ･ R&B ･ POPs,03-6804-1798,-,,300人,"4,500円",https://www.tokyo-club.net/maharaja/
,港区,六本木６丁目,六本木,港区六本木6-1-3六門ビル2f,35.6627267,139.7322322,New Lex Tokyo (Lex Tokyo),クラブ,Allmix ･ Others,03-4326-6812,-,,,1980年 (旧店舗「レキシントン･クイーン」より継承),https://www.tokyo-club.net/newlex-edo/
,港区,西麻布４丁目,-,港区西麻布4-1-1麻布霞町マンションb1f,35.6593671,139.7232564,西麻布MUSE,CLUB ･ バー,House ･ R&B ･ Allmix,Closed,-,,1000人前後,"入場料金
女性: 入場無料
男性: [火] 入場無料、[水･木] 2,000円/2D (学生1,000円/1D)、[金･土･祝前] 4,000円/2D (学生1,000円 OFF)",https://www.tokyo-club.net/muse/
,港区,西麻布１丁目,-,港区西麻布1-10-11セソーラス西麻布b1/b2,35.66104,139.7241171,eleven,ナイトクラブ,House ･ Techno ･ R&B ･ Reggae ･ HipHop ･ Dance,Closed,-,,800人,3000円～,https://www.tokyo-club.net/eleven/
,港区,六本木３丁目,六本木,港区六本木3-10-5マリナービル1f/2f,35.6631951,139.7333986,JUMANJI 55,バー ･ ラウンジ,House ･ Allmix ･ R&B,03-5410-5455,-,,約200名,"3,500円",https://www.tokyo-club.net/jumanji-55/
,港区,六本木３丁目,六本木,港区六本木3-14-12六本木3-ビルb1f,35.6625018,139.7343547,BLACK HORSE,クラブ ･ ラウンジバー,Allmix,Closed,-,,80席 / 床面積 221.3㎡,"4,000円",https://www.tokyo-club.net/black-horse-by-911/
,港区,六本木５丁目,六本木,港区六本木5-1-6六本木b&vビル2f・3f,35.6626613,139.7331468,ESPRIT TOKYO,DJラウンジ ･ CLUB,EDM ･ Allmix ･ R&B ･ HipHop,Closed,-,,500人,"MEN: 2,500円～ / WOMEN: 1,000円～",https://www.tokyo-club.net/esprit-lounge/
,港区,六本木７丁目,六本木,港区六本木7-13-7,35.6640023,139.7305494,FERIA TOKYO,CLUB ･ ラウンジ,HipHop ･ House ･ R&B ･ Electronic,Closed,-,,1000人,5000円,https://www.tokyo-club.net/feria-tokyo/
,港区,麻布十番１丁目,-,港区麻布十番1-4-5深尾ビルb1f,35.6569619,139.7353052,WAREHOUSE702,ミュージッククラブ ･ イベントスペース,Techno ･ HipHop ･ House ･ Electronic,Closed,-,,800人,5000円,https://www.tokyo-club.net/warehouse702/
,港区,六本木５丁目,六本木,港区六本木5-5-1ロアビル13f,35.6620101,139.7345733,VANITY RESTAURANT TOKYO,ラウンジバー ･ レストラン,Electronic ･ House ･ HipHop ･ Allmix,CLOSED,-,,700人,4500円,https://www.tokyo-club.net/vanity-lounge/
,中央区,銀座５丁目,-,中央区銀座5-2-1東急プラザ銀座6f,35.6722448,139.7624127,RAISE,クラブ,All Genre,03-6263-8953,-,,400名,"5,000円～",https://www.tokyo-club.net/raise/
,中央区,銀座８丁目,-,中央区銀座8-6-18銀座カレラ弐番館b2f,35.66851279999999,139.7603962,CYGNUS,ライブバー,Chanson ･ BossaNova ･ Jazz ･ Disco ･ R&B ･ etc.,03-3289-0986,-,,70名前後,"6,000円
(2,000円 ミュージックチャージ)
(お通し 1,100円)ポータブル スピーカー",https://www.tokyo-club.net/cygnus/
,中央区,銀座１丁目,-,中央区銀座1-8-19キラリトギンザ12f･rf,35.6743274,139.7685683,PLUSTOKYO,クラブ ･ ラウンジ,Techno ･ House ･ Drum&Bass ･ Electro ･ EDM ･ DUBSTEP ･ Disco ･ BassMusic ･ Trap ･ etc.,Closed,-,,"1000名以上
(席数: 12階 148席 / 屋上 94席)","5,000円前後",https://www.tokyo-club.net/plustokyo/
,中央区,銀座６丁目,-,中央区銀座6-9-15tact1ビルb1f,35.669966,139.7631419,TACT,ライブハウス,Live ･ Blues ･ Folk ･ Acoustic ･ Oldies ･ Jazz ･ Rock ･ POPs ･ Hawaiian ･ Country ･ Ballade ･ Others,03-3571-3939,-,,座80 / 立100名,4000円～6500円,https://www.tokyo-club.net/tact/
,中央区,銀座４丁目,-,中央区銀座4-3-5ハトリビル4f,35.6723658,139.7647762,POP INN,バー,R&B ･ HipHop ･ 90s ･ 80s ･ Funk ･ Soul ･ Classics ･ Disco ･ Reggae ･ Allmix,03-6271-0785,-,,25席 (立 40人),"3,800円",https://www.tokyo-club.net/pop-inn/
,中央区,銀座６丁目,-,中央区銀座6-3-5第一高橋ビル5f,35.6715904,139.7613845,GINZA SUKI BAR,バー,HipHop ･ Reggae ･ Crossover ･ Techno ･ Electro ･ etc.,03-3573-5544,-,,2000円～3500円程,2006年,https://www.tokyo-club.net/ginza-suki-bar/
,中央区,八丁堀３丁目,-,中央区八丁堀3-22-9b1f,35.6747785,139.7772364,SOUND&BAR HOWL,バー ･ イベント会場,Allmix ･ 80s ･ 90s ･ Trance ･ Techno ･ Disco,Closed,-,,19席 / 立 40名前後,"3,000円 ※日によりエントランス料が発生する場合有",https://www.tokyo-club.net/howl/
,中央区,日本橋大伝馬町,-,中央区日本橋大伝馬町15-2b1f,35.691571,139.781369,CITAN,ラウンジ ･ バー,Funk ･ Soul ･ Disco ･ Jazz ･ Ska ･ Live ･ House･ etc.,03-6661-7559,-,,ドリンク600円から,2017年3月,https://www.tokyo-club.net/citan/
,中央区,銀座４丁目,-,中央区銀座4-2-17銀座111レジャービルb1f-1f,35.6729193,139.764083,LAPIS TOKYO,CLUB,Allmix ･ R&B ･ EDM ･ HipHop ･ etc.,Closed,-,,地階 300人 / 1階 50人,"5,000円",https://www.tokyo-club.net/lapis-tokyo/
,中央区,銀座７丁目,-,中央区銀座7-5-5長谷第一ビルb1f,35.6700551,139.7614751,The Soul Garden,ミュージックバー,Soul ･ Funk ･ Disco ･ R&B ･ AOR,03-6280-6012,-,,40人,3500円,https://www.tokyo-club.net/soul-garden/
,中央区,銀座８丁目,-,中央区銀座8-12-6小野商ビルb1f,35.6673558,139.7629019,Las Risas,ラテンバー,Latin ･ Salsa,03-3541-3303,-,,1500円,2005年7月1日,https://www.tokyo-club.net/las-risas/
,中央区,銀座７丁目,-,中央区銀座7-8-13ブラウンプレイス4f,35.6689218,139.7619535,GINZA MUSIC BAR,バー,Jazz ･ Disco ･ Soul ･ Minimal ･ NewWave ･ HipHop ･ Techno ･ Rock ･ 80s ･ 90s ･ Oldies ･ etc.,03-3572-3666,-,,30名,"3,000円～",https://www.tokyo-club.net/ginza-music-bar/
,中央区,銀座８丁目,-,中央区銀座8-3-11和恒ビルb1f,35.6690261,139.7591649,Standing Lounge 333 Ginza,スタンディングバー,Allmix,Closed,-,,120人,1500円,https://www.tokyo-club.net/standing-louge-333-ginza/
,中央区,銀座８丁目,-,中央区銀座8-10-8銀座8-10-ビルb1f,35.6674794,139.7620777,DIAMOND LOUNGE,ミュージックバー,80s ･ Soul ･ Funk ･ Lounge ･ Others,Closed,-,,1500円～,2014年10月,https://www.tokyo-club.net/diamond-lounge/
,中央区,銀座５丁目,-,中央区銀座5-10-10moefarre3f-6f,35.6697671,139.7653151,moefarre GINZA,CLUB ･ ディスコ ･ スタンディングバー,HipHop ･ House ･ Trance ･ Allmix ･ Electronic ･ R&B,Closed,-,,男性 1500円-2500円 / 女性 0円-1500円,-,https://www.tokyo-club.net/moefarre-ginza/
,中央区,銀座７丁目,-,中央区銀座7-11-11長谷川ビルb1f,35.6680617,139.7631414,M’S cafe,DJダイニングバー,R&B ･ Allmix ･ Dance ･ Disco,Closed,-,,50人,2000円,https://www.tokyo-club.net/ms-cafe/
,中央区,銀座６丁目,-,中央区銀座6-4-8ニューギンザビル3号館b1f,35.6710943,139.7614444,333,スポーツバー,Others ･ Allmix,Closed,-,,～80人,999円,https://www.tokyo-club.net/bar333/
,中央区,日本橋本石町４丁目,日八京,中央区日本橋本石町4-4-15朝日ビル本館b1f,35.6888151,139.7712699,Extrawelt,カフェ ･ バー,HipHop ･ R&B ･ All Genre ･ House ･ Techno,03-3527-9494,-,,席21 / 立30人,"2,000円",https://www.tokyo-club.net/extrawelt/
,中央区,銀座８丁目,-,中央区銀座8-3-12第2銀座コラムビルb1f,35.6691674,139.7591742,ThreeHundred Bar GINZA8,スタンディングバー,Allmix ･ Trance ･ House ･ R&B ･ Electronic,03-3571-8300,-,,1000円,2005年,https://www.tokyo-club.net/threehundred-bar-ginza8/
,中央区,銀座７丁目,-,中央区銀座7-7-9銀座山市ビル1/2f,35.6691093,139.7619262,GINZA MAGIC,ソウルダイニング,Soul ･ Disco ･ 70s ･ 80s,03-3575-0511,-,,3500円 / ドリンク800円,2011年4月,https://www.tokyo-club.net/ginza-magic/
,中央区,日本橋室町２丁目,日八京,中央区日本橋室町2-4-3yuito/日本橋室町野村ビル4f,35.68734,139.7739343,XEX Nihonbashi,バー ･ ラウンジ,Lounge ･ House ･ Jazz ･ Disco ･ Live,03-3548-0065,-,,300人,"5,000円",https://www.tokyo-club.net/xex-nihonbashi/
,中央区,銀座６丁目,-,中央区銀座6-4-6/646ビル3f-6f,35.6713305,139.7616963,GENIUS TOKYO,CLUB ･ ディスコ,Allmix ･ HipHop ･ Disco ･ Others,03-3571-5830,-,,800人,"4,000円～ (女性2,000円)",https://www.tokyo-club.net/genius-tokyo/
,中央区,銀座２丁目,-,中央区銀座2-4-18アルボーレ銀座7f,35.6742727,139.7666442,Ginza Roots Tokyo,ラウンジ ･ ダイニングバー,Allmix ･ Soul ･ Jazz ･ 70s ･ 80s ･ 90s,03-5579-9330,-,,150人,"4,000円",https://www.tokyo-club.net/ginza-roots-tokyo/
,中央区,銀座２丁目,-,中央区銀座2-3-6銀座並木通りビル6f,35.6742385,139.7660699,砂漠の薔薇,ダイニングラウンジ ･ バー,Allmix,Closed,-,,350人,4000円,https://www.tokyo-club.net/sabakunobara/
,千代田区,内幸町１丁目,-,千代田区内幸町1-6-5銀座裏コリドー内,35.6690711,139.7585754,club GHQ,CLUB,Allmix,03-6550-9655,-,,350人,"男性4,000円 / 女性1,000円",https://www.tokyo-club.net/club-ghq/
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-5-1新丸ビル7f,35.6826212,139.7642436,(marunouchi)HOUSE,レストランフロア,Jazz ･ Disco ･ 80s ･ Lounge ･ HipHop ･ House ･ Techno ･ Allmix ･ Live ･ Others,03-5218-5100,-,,"ソータイアード: 108席
文史郎: 91席
来夢来人: 33席
ソバキチ: 42席
リゴレット: 108席
現バー: 38席
ヘンリーグッドセブン: 50席
ムスムス: 38席
沢村: 58席","店により異なる
(夜: 大方4,000円前後)",https://www.tokyo-club.net/marunouchi-house/
,千代田区,神田紺屋町,-,千代田区神田紺屋町20-1神保ビルb1f,35.6920093,139.773375,ISOLDE,バー,Rock ･ Blues ･ Folk ･ POPs,03-5294-6282,-,,35席未満,"3,800円",https://www.tokyo-club.net/isolde/
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-1-2東京ミッドタウン日比谷3f,35.6737436,139.7591762,Billboard cafe & dining,レストラン,All Genre ･ Disco ･ Acoustic ･ TOP40 ･ Others,Closed,-,,店内: 100席以上 / テラス: 36席,5000円 / ランチ 1500円,https://www.tokyo-club.net/billboard-cafe-dining/
,千代田区,神田佐久間町２丁目,-,千代田区神田佐久間町2-11アオイビル2f,35.6979155,139.7764367,あるけみすと,DJバー,A-POP ･ Game Music,03-3863-4766,-,,20名,"3,000円",https://www.tokyo-club.net/alchemist/
,千代田区,神田佐久間河岸,-,千代田区神田佐久間河岸55asビルb1f,35.6971316,139.7764903,CLUB GOODMAN,ライブハウス,All Genre ･ POPs ･ Rock ･ Acoustic ･ Folk ･ Live ･ Others,03-5846-9453,-,,230人,,https://www.tokyo-club.net/club-goodman/
,千代田区,神田佐久間町１丁目,-,千代田区神田佐久間町1-13チョムチョム1f,35.6978331,139.7742137,Cafe & Music Bar PLAYER,バー ･ カフェ,Allmix ･ R&B ･ HipHop,Closed,-,,70席前後,1000円,https://www.tokyo-club.net/player/
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-2-14紫ビルb1f,35.6724503,139.7599469,300BAR NEXT,バー,Techno ･ House ･ Soul ･ Old school ･ HipHop ･ Dance ･ Disco ･ Funk,03-3593-8300,-,,140人,1500円,https://www.tokyo-club.net/threehundred-bar-next/
,千代田区,外神田３丁目,-,千代田区外神田3-8-4コートハウス秋葉原b1f,35.7025014,139.770739,moefarre AKIHABARA,ライブハウス ･ イベントスペース,Allmix ･ A-POP ･ Rock,Closed,-,,200人,,https://www.tokyo-club.net/moefarre-akihabara/
,千代田区,丸の内２丁目,大丸有,千代田区丸の内2-7-3東京ビルtokia2f,35.6790638,139.7649554,COTTON CLUB,ライブレストラン,Others ･ Live ･ Jazz,03-3215-1555,-,,着席180名,5000円～,https://www.tokyo-club.net/cotton-club/
,千代田区,鍛冶町２丁目,-,千代田区鍛冶町2-13-281f-2f,35.691357,139.7709201,CROW FOREST,カフェ ･ バー,R&B ･ Allmix ･ Disco ･ 80s,Closed,-,,120人,1800円,https://www.tokyo-club.net/crow-forest/
,千代田区,岩本町２丁目,-,千代田区岩本町2-9-11陽明ビル1f,35.6931252,139.7778589,OnEdrop cafe,カフェ ･ ダイニングバー,Others ･ Live ･ Jazz,Closed,-,,～60人前後,2000円,https://www.tokyo-club.net/onedrop-cafe/
